symbol,sector,last_price,eps_ttm,g_base,fcf_ttm,fcf_mode,terminal_method,exit_multiple_used,shares,equity_last,roe_ttm,ebitda_ttm,net_debt,minority_interest,model,coe,wacc,terminal_pe_used,intrinsic,intrinsic_s_bull,intrinsic_s_base,intrinsic_s_bear,upside_pct,flags
AS,Communication Services,2.240000009536743,0.29,0.05515964877083612,141644523.0,fcff,exit,8.0,499246766.0,,,258229287.0,-273882000.0,-19025000.0,fcf_dcf,0.08,0.08,,4.894947134340895,5.283609345567278,4.894947134340895,4.506284923114511,118.52442470985633,
ASAP,Industrials,1.9600000381469727,0.1232,-0.3,2471540671.0,fcff,exit,8.0,725999972.0,,,1120821285.0,5904541000.0,119328000.0,fcf_dcf,0.1,0.08900000000000001,,14.652754394099768,15.765667420908743,14.652754394099768,13.53984136729079,647.5894953529086,upside>300%
ASEFA,Industrials,5.75,0.5,-0.3,271463005.0,fcff,exit,8.0,516859100.0,,,492198605.0,832450259.0,32092449.0,fcf_dcf,0.08,0.08,,6.2713527462240215,6.986919728036667,6.2713527462240215,5.555785764411374,9.067004282156896,
ASIA,Consumer Cyclical,5.3,0.05,-0.3,282287707.0,fcff,exit,8.0,320000000.0,,,432808826.0,2190633611.0,148203560.0,fcf_dcf,0.08,0.08,,4.549507403868958,5.565822113861337,4.549507403868958,3.5331926938765794,-14.160237662849845,
ASIAN,Consumer Defensive,7.0,0.814084,0.3,828431300.0,fcff,exit,8.0,811544559.0,,,1303289704.0,-790128000.0,1496475000.0,fcf_dcf,0.08,0.08,,13.097291334633304,14.30402290640644,13.097291334633306,11.890559762860173,87.10416192333292,
ASIMAR,Industrials,1.340000033378601,0.16,0.2045186933427947,142822446.0,fcff,exit,8.0,258291087.0,,,118768549.0,124588507.0,1946000.0,fcf_dcf,0.1,0.08900000000000001,,4.44349126236485,4.77496833190609,4.44349126236485,4.112014192823611,231.60381728956224,
ASK,Financial Services,10.100000381469727,0.912144,-0.3,9817665366.0,fcff,exit,8.0,703791280.0,,,1743675904.0,45784712000.0,,fcf_dcf,0.08,0.08,,8.788696467975104,10.650371892607108,8.788696467975102,6.927021043343108,-12.983206573936833,
ASN,Financial Services,0.8100000023841858,-0.01,-0.3,51487957.0,fcff,exit,8.0,187199953.0,,,28987462.0,138258000.0,,fcf_dcf,0.08,0.08,,1.3545821352707421,1.4709375338882127,1.3545821352707421,1.2382267366532715,67.23236188686566,pe<0
ASP,Financial Services,2.140000104904175,0.128,-0.3,2621126086.0,fcff,exit,8.0,2031936744.0,,,445221744.0,379273000.0,,fcf_dcf,0.08,0.08,,6.581737618259444,6.746382511199678,6.581737618259444,6.417092725319209,207.5578175522642,
ASTR,Financial Services,4.800000190734863,0.072,-0.3,10037097.0,fcff,exit,8.0,1621933140.0,,,-41208645.0,-212622000.0,6634000.0,fcf_dcf,0.08,0.08,,0.00042168535715744835,-0.018669701073423018,0.0004216853571574442,0.019513071787737927,-99.99121488874165,
ASW,Real Estate,6.650000095367432,1.019933,0.3,-2846930508.0,fcff,exit,8.0,899744550.0,,,2169719759.0,16169944444.0,927816065.0,fcf_dcf,0.08,0.08,,-17.87796301267346,-16.065928351765216,-17.87796301267346,-19.689997673581708,-368.84154520731107,
ATLAS,Energy,1.8200000524520874,0.09,0.0,,fcff,exit,8.0,1418420000.0,,,,4013391921.0,0.0,fcf_dcf,0.1,0.08679999999999999,,,,,,,no_intrinsic
ATP30,Industrials,0.8299999833106995,0.075,0.3,185181238.0,fcff,exit,8.0,682310058.0,,,186573507.0,505075000.0,,fcf_dcf,0.1,0.08900000000000001,,1.9565670004046214,2.1536865334626714,1.9565670004046214,1.7594474673465714,135.73096864415314,
AU,Consumer Cyclical,4.71999979019165,0.27,0.3,290098518.0,fcff,exit,8.0,815623561.0,,,445770008.0,-1509000.0,0.0,fcf_dcf,0.08,0.08,,4.790335254556563,5.201014886183403,4.790335254556564,4.379655622929723,1.490158209563329,
AUCT,Consumer Cyclical,4.119999885559082,0.32999999999999996,0.3,168677392.0,fcff,exit,8.0,550000000.0,,,433068744.0,824682788.0,,fcf_dcf,0.08,0.08,,4.529919436029227,5.121584916902594,4.529919436029227,3.9382539551558624,9.949503928554588,
AURA,Consumer Cyclical,13.699999809265137,1.29,-0.3,-3892174000.0,fcff,exit,8.0,1335840000.0,,,3449143000.0,12929049000.0,,fcf_dcf,0.08,0.08,,-6.470011118070908,-4.529845348368324,-6.470011118070908,-8.410176887773492,-147.22635918356232,
AWC,Consumer Cyclical,2.559999942779541,0.2031,-0.15653633777006204,1719288223.0,fcff,exit,8.0,32026544400.0,,,11977132705.0,89554853000.0,0.0,fcf_dcf,0.08,0.08,,-0.32131478623425386,-0.040302789274695744,-0.32131478623425386,-0.6023267831938119,-112.55135911782028,
AXTRART,Real Estate,12.800000190734863,0.8622270000000001,-0.3,,fcff,exit,8.0,2337282928.0,,,2738293414.0,2758629000.0,,fcf_dcf,0.08,0.08,,,,,,,no_intrinsic
AYUD,Financial Services,39.75,7.950000000000001,-0.3,,fcff,exit,8.0,389266931.0,,,,-2613750000.0,,fcf_dcf,0.08,0.08,,,,,,,no_intrinsic
