symbol,sector,last_price
TERA,Technology,1.1699999570846558
TFG,Consumer Defensive,10.699999809265137
TFI,Consumer Cyclical,0.03999999910593033
TFM,Consumer Defensive,6.550000190734863
TFMAMA,Consumer Defensive,186.5
TGE,Utilities,1.0399999618530273
TGH,Financial Services,12.0
TGPRO,Basic Materials,0.029999999329447746
TH,Financial Services,0.49000000953674316
THAI,Industrials,6.150000095367432
THANA,Real Estate,1.5299999713897705
THANI,Financial Services,2.0799999237060547
THCOM,Communication Services,11.399999618530273
THE,Basic Materials,0.800000011920929
THG,Healthcare,7.5
THIP,Consumer Cyclical,21.0
THMUI,Industrials,0.3100000023841858
THRE,Financial Services,0.3799999952316284
THREL,Financial Services,1.0
TIDLOR,Financial Services,19.200000762939453
TIF1,Financial Services,8.050000190734863
TIGER,Industrials,0.5600000023841858
TIPCO,Consumer Defensive,6.349999904632568
TIPH,Financial Services,23.700000762939453
TISCO,Financial Services,123.5
TITLE,Real Estate,9.0
TK,Financial Services,4.300000190734863
TKC,Industrials,8.5
TKN,Consumer Defensive,4.119999885559082
TKS,Industrials,7.300000190734863
TKT,Consumer Cyclical,0.7300000190734863
TL,Technology,0.41999998688697815
TLHPF,Unknown,4.679999828338623
TLI,Financial Services,11.899999618530273
TM,Healthcare,0.9200000166893005
TMAN,Healthcare,10.899999618530273
TMC,Industrials,0.6899999976158142
TMD,Consumer Cyclical,26.5
TMI,Industrials,0.46000000834465027
TMILL,Consumer Defensive,2.559999942779541
TMT,Basic Materials,3.3399999141693115
TMW,Basic Materials,59.25
TNDT,Industrials,0.14000000059604645
TNH,Healthcare,29.0
TNITY,Financial Services,2.4600000381469727
TNL,Financial Services,18.600000381469727
TNP,Consumer Defensive,2.9000000953674316
TNPC,Consumer Cyclical,0.9300000071525574
TNR,Consumer Defensive,5.5
TOA,Basic Materials,15.399999618530273
TOG,Healthcare,7.599999904632568
TOP,Energy,50.0
TOPP,Consumer Cyclical,133.0
TPA,Basic Materials,2.700000047683716
TPAC,Consumer Cyclical,8.850000381469727
TPBI,Consumer Cyclical,3.180000066757202
TPCH,Utilities,1.399999976158142
TPCS,Consumer Cyclical,9.949999809265137
TPIPL,Basic Materials,0.8199999928474426
TPIPP,Utilities,1.7899999618530273
TPL,Industrials,0.550000011920929
TPLAS,Consumer Cyclical,1.100000023841858
TPOLY,Industrials,0.10000000149011612
TPP,Consumer Cyclical,12.600000381469727
TPRIME,Real Estate,7.550000190734863
TPS,Technology,3.200000047683716
TQM,Financial Services,15.699999809265137
TQR,Financial Services,5.650000095367432
TR,Consumer Cyclical,26.25
TRC,Industrials,0.5799999833106995
TRITN,Industrials,0.019999999552965164
TRP,Healthcare,4.239999771118164
TRT,Industrials,15.300000190734863
TRU,Consumer Cyclical,3.799999952316284
TRUBB,Basic Materials,1.059999942779541
TRUE,Communication Services,13.600000381469727
TRV,Consumer Cyclical,1.5099999904632568
TSC,Consumer Cyclical,15.100000381469727
TSE,Utilities,0.800000011920929
TSI,Financial Services,0.05000000074505806
TSR,Unknown,0.03999999910593033
TSTE,Consumer Defensive,10.5
TSTH,Basic Materials,0.9100000262260437
TTA,Industrials,4.940000057220459
TTB,Financial Services,2.640000104904175
TTCL,Industrials,0.07999999821186066
TTI,Consumer Cyclical,26.0
TTT,Consumer Cyclical,40.0
TTW,Utilities,10.0
TU,Consumer Defensive,11.800000190734863
TU-PF,Unknown,1.1799999475479126
TURBO,Financial Services,1.6200000047683716
TURTLE,Consumer Cyclical,3.359999895095825
TVDH,Consumer Cyclical,0.05000000074505806
TVH,Financial Services,10.399999618530273
TVO,Consumer Defensive,26.75
TVT,Communication Services,0.23000000417232513
TWP,Basic Materials,1.1200000047683716
TWPC,Consumer Defensive,2.9000000953674316
TWZ,Consumer Cyclical,0.009999999776482582
TYCN,Basic Materials,1.6799999475479126
UAC,Basic Materials,2.5399999618530273
UBA,Industrials,1.100000023841858
UBE,Consumer Defensive,0.5799999833106995
UBIS,Basic Materials,1.3799999952316284
UEC,Basic Materials,0.7799999713897705
UKEM,Basic Materials,1.1200000047683716
UMI,Industrials,0.9300000071525574
UMS,Energy,0.6499999761581421
UNIQ,Industrials,2.640000104904175
UP,Consumer Cyclical,23.600000381469727
UPF,Consumer Cyclical,21.5
UPOIC,Consumer Defensive,6.900000095367432
UREKA,Industrials,0.44999998807907104
UTP,Basic Materials,8.300000190734863
UV,Utilities,0.8399999737739563
UVAN,Consumer Defensive,14.899999618530273
VARO,Basic Materials,4.0
VCOM,Technology,3.9800000190734863
VGI,Industrials,1.0099999904632568
VIBE,Consumer Cyclical,0.33000001311302185
VIBHA,Healthcare,1.3700000047683716
VIH,Healthcare,8.550000190734863
VL,Industrials,0.800000011920929
VNG,Basic Materials,2.0
VPO,Consumer Defensive,0.4699999988079071
VRANDA,Real Estate,4.559999942779541
VS,Industrials,0.3799999952316284
WACOAL,Consumer Cyclical,15.800000190734863
WARRIX,Consumer Cyclical,1.3700000047683716
WASH,Industrials,4.039999961853027
WAVE,Consumer Defensive,0.029999999329447746
WFX,Consumer Cyclical,0.9800000190734863
WGE,Industrials,0.7200000286102295
WHA,Real Estate,5.449999809265137
WHABT,Real Estate,6.300000190734863
WHAIR,Real Estate,7.949999809265137
WHART,Real Estate,11.100000381469727
WHAUP,Utilities,8.050000190734863
WICE,Industrials,3.0199999809265137
WIIK,Industrials,1.1699999570846558
WIN,Real Estate,0.30000001192092896
WINDOW,Basic Materials,0.7400000095367432
WINMED,Healthcare,0.8299999833106995
WINNER,Consumer Defensive,2.180000066757202
WORK,Communication Services,3.5
WP,Utilities,3.700000047683716
WPH,Healthcare,5.900000095367432
WSOL,Industrials,0.029999999329447746
XBIO,Consumer Defensive,0.07999999821186066
XO,Consumer Defensive,19.200000762939453
XPG,Financial Services,0.4399999976158142
XYZ,Basic Materials,0.2800000011920929
YGG,Communication Services,0.1899999976158142
YONG,Basic Materials,0.7200000286102295
YUASA,Consumer Cyclical,14.199999809265137
ZAA,Communication Services,1.7000000476837158
ZEN,Consumer Cyclical,5.5
ZIGA,Basic Materials,0.8999999761581421
