symbol,model,intrinsic_value,last_price,sector,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,recency_days,source
CEN,eps_dcf,,1.100000023841858,Basic Materials,,,,,,,,,yfinance.info/recommendations
CENTEL,eps_dcf,41.13155924444914,32.0,Consumer Cyclical,36.75,37.0,44.0,28.5,15.0,1.5,1970-01-01,20387.0,yfinance.info/recommendations
CEYE,eps_dcf,0.3320738468950348,1.830000042915344,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CFARM,eps_dcf,,0.6899999976158142,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CFRESH,eps_dcf,,0.9200000166893004,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CGD,eps_dcf,,0.1199999973177909,Real Estate,,,,,,,,,yfinance.info/recommendations
CGH,eps_dcf,,0.550000011920929,Financial Services,,,,,,,,,yfinance.info/recommendations
CH,eps_dcf,5.791512652235655,1.840000033378601,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CHAO,eps_dcf,14.94072783816523,4.460000038146973,Consumer Defensive,6.0,6.0,6.0,6.0,1.0,,1970-01-01,20387.0,yfinance.info/recommendations
CHARAN,eps_dcf,69.02537528378822,14.0,Financial Services,,,,,,,,,yfinance.info/recommendations
CHASE,eps_dcf,0.992830740383255,0.5799999833106995,Financial Services,,,,,,,,,yfinance.info/recommendations
CHAYO,eps_dcf,1.0726106815993222,1.5199999809265137,Financial Services,2.75,2.75,4.0,1.5,2.0,2.5,1970-01-01,20387.0,yfinance.info/recommendations
CHEWA,eps_dcf,,0.3300000131130218,Real Estate,,,,,,,,,yfinance.info/recommendations
CHG,eps_dcf,1.362848525097989,1.5399999618530271,Healthcare,2.206,2.19,3.1,1.7,10.0,1.4,1970-01-01,20387.0,yfinance.info/recommendations
CHIC,eps_dcf,,0.3000000119209289,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CHO,eps_dcf,,0.1099999994039535,Industrials,,,,,,,,,yfinance.info/recommendations
CHOTI,eps_dcf,,66.0,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CHOW,eps_dcf,2.032939135070474,1.2400000095367432,Basic Materials,,,,,,,,,yfinance.info/recommendations
CI,eps_dcf,,0.3499999940395355,Real Estate,,,,,,,,,yfinance.info/recommendations
CIG,eps_dcf,,0.0399999991059303,Industrials,,,,,,,,,yfinance.info/recommendations
CIMBT,eps_dcf,3.3094358012775174,0.3700000047683716,Financial Services,,,,,,,,,yfinance.info/recommendations
CITY,eps_dcf,,1.7400000095367432,Industrials,,,,,,,,,yfinance.info/recommendations
CIVIL,eps_dcf,5.673318516475744,1.0099999904632568,Industrials,,,,,,,,,yfinance.info/recommendations
CK,eps_dcf,5.526036048107789,15.399999618530272,Industrials,20.52,20.1,27.5,18.0,10.0,1.09091,1970-01-01,20387.0,yfinance.info/recommendations
CKP,eps_dcf,0.8466170612165138,2.619999885559082,Utilities,3.94667,3.7,5.0,3.68,6.0,1.0,1970-01-01,20387.0,yfinance.info/recommendations
CM,eps_dcf,6.618871602555035,1.690000057220459,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CMAN,eps_dcf,11.455375637850604,2.4200000762939453,Basic Materials,,,,,,,,,yfinance.info/recommendations
CMC,eps_dcf,,0.6100000143051147,Real Estate,,,,,,,,,yfinance.info/recommendations
CMO,eps_dcf,0.0708466160013819,0.4799999892711639,Communication Services,,,,,,,,,yfinance.info/recommendations
CMR,eps_dcf,2.032939135070474,1.5,Healthcare,,,,,,,,,yfinance.info/recommendations
CNT,eps_dcf,0.2692171408052513,1.100000023841858,Industrials,,,,,,,,,yfinance.info/recommendations
COCOCO,eps_dcf,17.019955549427223,7.449999809265137,Consumer Defensive,8.1,8.1,9.2,7.0,2.0,,1970-01-01,20387.0,yfinance.info/recommendations
COLOR,eps_dcf,0.1767623069234479,1.0299999713897705,Basic Materials,,,,,,,,,yfinance.info/recommendations
COM7,eps_dcf,6.289791372528816,26.0,Consumer Cyclical,30.71875,31.25,34.0,27.0,8.0,1.33333,1970-01-01,20387.0,yfinance.info/recommendations
COMAN,eps_dcf,,0.4000000059604645,Technology,,,,,,,,,yfinance.info/recommendations
CPALL,eps_dcf,22.331364990851785,48.25,Consumer Defensive,66.1125,65.0,80.0,55.5,20.0,1.14286,1970-01-01,20387.0,yfinance.info/recommendations
CPANEL,eps_dcf,,2.4800000190734863,Basic Materials,,,,,,,,,yfinance.info/recommendations
CPAXT,eps_dcf,40.422394429889664,21.399999618530277,Consumer Defensive,24.875,25.0,32.0,19.0,16.0,2.0625,1970-01-01,20387.0,yfinance.info/recommendations
CPF,eps_dcf,14.700672820286748,21.700000762939453,Consumer Defensive,26.37692,25.0,38.0,21.3,13.0,2.5,1970-01-01,20387.0,yfinance.info/recommendations
CPH,eps_dcf,24.46641221467211,8.199999809265137,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CPI,eps_dcf,3.1668437352617715,3.240000009536743,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
CPL,eps_dcf,,0.7400000095367432,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CPN,eps_dcf,56.08209271027492,55.25,Real Estate,68.35789,69.0,83.0,55.0,19.0,1.31579,1970-01-01,20387.0,yfinance.info/recommendations
CPNREIT,eps_dcf,2.659988482403296,11.600000381469728,Real Estate,12.0,12.3,12.5,10.5,5.0,,1970-01-01,20387.0,yfinance.info/recommendations
CPR,eps_dcf,5.673318516475744,3.200000047683716,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CPT,eps_dcf,5.441658010386316,0.959999978542328,Industrials,,,,,,,,,yfinance.info/recommendations
CPW,eps_dcf,1.86888510825674,2.039999961853028,Technology,,,,,,,,,yfinance.info/recommendations
CRANE,eps_dcf,,0.3799999952316284,Industrials,,,,,,,,,yfinance.info/recommendations
CRC,eps_dcf,57.205961707797066,20.600000381469727,Consumer Cyclical,22.80294,21.0,40.0,16.5,17.0,2.84211,1970-01-01,20387.0,yfinance.info/recommendations
CRD,eps_dcf,0.1275239088024874,0.3799999952316284,Industrials,,,,,,,,,yfinance.info/recommendations
CREDIT,eps_dcf,10.332657310186033,16.899999618530273,Financial Services,26.25,26.25,29.0,23.5,2.0,,1970-01-01,20387.0,yfinance.info/recommendations
CSC,eps_dcf,303.04976408841264,45.75,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CSP,eps_dcf,,0.5,Basic Materials,,,,,,,,,yfinance.info/recommendations
CSR,eps_dcf,130.01354933590244,71.5,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
CSS,eps_dcf,0.3542330800069096,0.800000011920929,Technology,,,,,,,,,yfinance.info/recommendations
CTW,eps_dcf,,2.759999990463257,Industrials,,,,,,,,,yfinance.info/recommendations
CV,eps_dcf,,0.0299999993294477,Utilities,,,,,,,,,yfinance.info/recommendations
CWT,eps_dcf,0.8056863028951156,1.0700000524520874,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
D,eps_dcf,1.2596681836526409,2.5999999046325684,Healthcare,4.0,4.0,4.0,4.0,1.0,,1970-01-01,20387.0,yfinance.info/recommendations
DCC,eps_dcf,5.342374936347991,1.340000033378601,Industrials,1.64,1.64,1.85,1.43,2.0,,1970-01-01,20387.0,yfinance.info/recommendations
DCON,eps_dcf,,0.2399999946355819,Basic Materials,,,,,,,,,yfinance.info/recommendations
DDD,eps_dcf,0.363626079537611,5.849999904632568,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
DELTA,eps_dcf,27.95853678452311,205.0,Industrials,146.20589,136.0,220.0,63.0,17.0,3.3125,1970-01-01,20387.0,yfinance.info/recommendations
DEMCO,eps_dcf,0.696202450632336,4.019999980926514,Industrials,,,,,,,,,yfinance.info/recommendations
DEXON,eps_dcf,,1.2100000381469729,Energy,,,,,,,,,yfinance.info/recommendations
DHOUSE,eps_dcf,,0.4300000071525574,Real Estate,,,,,,,,,yfinance.info/recommendations
DIMET,eps_dcf,,0.0599999986588954,Basic Materials,,,,,,,,,yfinance.info/recommendations
DITTO,eps_dcf,2.951470022617571,12.0,Technology,,,,,,,,,yfinance.info/recommendations
DMT,eps_dcf,15.590318270993135,10.100000381469728,Industrials,,,,,,,,,yfinance.info/recommendations
DOD,eps_dcf,,1.899999976158142,Consumer Defensive,,,,,,,,,yfinance.info/recommendations
DOHOME,eps_dcf,7.596726244384953,4.079999923706055,Consumer Cyclical,4.50212,4.05,9.54545,2.1,12.0,3.5,1970-01-01,20387.0,yfinance.info/recommendations
DPAINT,eps_dcf,,0.6800000071525574,Basic Materials,,,,,,,,,yfinance.info/recommendations
DREIT,eps_dcf,21.73911644674036,4.900000095367432,Real Estate,6.2,6.2,6.2,6.2,1.0,,1970-01-01,20387.0,yfinance.info/recommendations
DRT,eps_dcf,24.58438023806156,5.300000190734863,Industrials,,,,,,,,,yfinance.info/recommendations
DTCENT,eps_dcf,2.875932107313473,1.0,Technology,,,,,,,,,yfinance.info/recommendations
DTCI,eps_dcf,,25.5,Industrials,,,,,,,,,yfinance.info/recommendations
DUSIT,eps_dcf,,11.399999618530272,Consumer Cyclical,,,,,,,,,yfinance.info/recommendations
DV8,eps_dcf,,6.449999809265137,Communication Services,,,,,,,,,yfinance.info/recommendations
EA,eps_dcf,19.09020278180783,3.200000047683716,Utilities,1.5,1.5,1.5,1.5,1.0,,,,yfinance.info/recommendations
EASON,eps_dcf,6.505405232225519,1.059999942779541,Basic Materials,,,,,,,,,yfinance.info/recommendations
EAST,eps_dcf,0.2687067334658574,0.7300000190734863,Financial Services,,,,,,,,,yfinance.info/recommendations
EASTW,eps_dcf,1.8438285178546163,2.6600000858306885,Utilities,,,,,,,,,yfinance.info/recommendations
