symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
SLNO,Healthcare,49.41999816894531,-5.8488607571621065,-111.83500804101088,,,,116.75,112.5,145.0,106.0,12.0,1.18182,1970-01-01,yfinance.info/recommendations
SLVM,Basic Materials,44.84999847412109,60.78505936054472,35.529679885314444,1.8,4.013378062963856,39.54305794827828,55.0,49.0,75.0,41.0,3.0,2.66667,1970-01-01,yfinance.info/recommendations
SMA,Real Estate,32.709999084472656,,,0.94,2.873738998195862,,40.27273,40.0,43.0,39.0,11.0,1.36364,1970-01-01,yfinance.info/recommendations
SMBK,Financial Services,36.0099983215332,9.634888387943334,-73.2438521604099,0.24,0.6664815639729845,-72.57737059643692,39.95833,40.375,44.0,37.0,6.0,2.66667,1970-01-01,yfinance.info/recommendations
SMCI,Technology,36.41999816894531,9.659807019570072,-73.47664056774494,,,,48.82353,48.0,93.0,15.0,17.0,2.57895,1970-01-01,yfinance.info/recommendations
SMHI,Industrials,7.449999809265137,-7.442416485691203,-199.8982104192204,,,,11.0,11.0,11.0,11.0,1.0,,1970-01-01,yfinance.info/recommendations
SMLR,Healthcare,21.81999969482422,-141.60665674388937,-748.9764377837226,,,,75.33333,80.0,86.0,60.0,3.0,,1970-01-01,yfinance.info/recommendations
SMMT,Healthcare,18.030000686645508,-8.557189189444596,-147.4608367363111,,,,31.940422,35.01495,42.018463,11.786245,13.0,1.66667,1970-01-01,yfinance.info/recommendations
SMP,Consumer Cyclical,37.38999938964844,26.15764807379194,-30.041057767351063,1.24,3.3163948120932534,-83.5460320424687,47.0,47.0,49.0,45.0,3.0,1.0,1970-01-01,yfinance.info/recommendations
SMR,Industrials,22.450000762939453,,,,,,39.62929,37.75,60.0,25.0,14.0,2.47059,1970-01-01,yfinance.info/recommendations
SMRT,Technology,1.4500000476837158,-1.5027200926163744,-203.63586504820296,,,,1.725,1.725,1.75,1.7,2.0,3.0,1970-01-01,yfinance.info/recommendations
SMSI,Technology,0.6100000143051147,-4.751705949109542,-878.9681701110248,,,,4.5,4.5,5.0,4.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
SMXT,Technology,0.9800000190734864,,,,,,,,,,,,,yfinance.info/recommendations
SNAP,Communication Services,8.569999694824219,-1.6239746134273665,-118.94952941956522,,,,9.82222,9.5,16.0,6.7,36.0,2.88095,1970-01-01,yfinance.info/recommendations
SNCY,Industrials,12.380000114440918,22.52352203461609,81.93474819392806,,,,18.125,19.0,22.0,14.0,8.0,1.625,1970-01-01,yfinance.info/recommendations
SND,Energy,2.5,2.1890805980939207,-12.43677607624317,0.1,4.0,-8.43677607624317,,,,,,,,yfinance.info/recommendations
SNDK,Technology,254.16000366210935,-40.50619994859002,-115.93728335101876,,,,202.8125,230.0,300.0,60.0,16.0,1.83333,1970-01-01,yfinance.info/recommendations
SNDR,Industrials,21.450000762939453,21.36723741355436,-0.3858431069526524,0.38,1.7715617085503812,1.3857186015977123,25.42308,23.0,36.0,19.0,13.0,2.3125,1970-01-01,yfinance.info/recommendations
SNES,Basic Materials,2.8399999141693115,-10.498846783049409,-469.67771480092733,,,,10.0,10.0,10.0,10.0,1.0,0.0,1970-01-01,yfinance.info/recommendations
SNFCA,Financial Services,8.1899995803833,54.034776968244685,559.7653203507954,0.047375,0.578449358086326,560.3437697088817,,,,,,,,yfinance.info/recommendations
SNPS,Technology,389.8299865722656,14.65585281274561,-96.2404501147762,,,,556.4,550.0,630.0,425.0,23.0,1.73913,1970-01-01,yfinance.info/recommendations
SNTI,Healthcare,1.6100000143051147,,,,,,13.0,12.0,15.0,12.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
SNX,Technology,150.67999267578125,100.49288694583176,-33.30708001687874,1.76,1.1680382834813372,-67.78214802649359,178.36365,180.0,200.0,164.0,11.0,1.63636,1970-01-01,yfinance.info/recommendations
SO,Utilities,90.69000244140624,21.94593176455634,-75.80115649601471,2.92,3.21975953400881,-72.58139696200588,99.675,100.5,109.0,75.0,20.0,2.65217,1970-01-01,yfinance.info/recommendations
SOC,Energy,4.190000057220459,,,,,,22.2,20.0,29.0,20.0,5.0,1.0,1970-01-01,yfinance.info/recommendations
SOHO,Real Estate,2.1600000858306885,,,0.52,24.07407311745636,,,,,,,,1970-01-01,yfinance.info/recommendations
SOLS,Basic Materials,43.560001373291016,,,,,,60.75,59.5,70.0,54.0,4.0,2.0,1970-01-01,yfinance.info/recommendations
SOLV,Healthcare,75.66000366210938,67.68182177349317,-10.544781261505133,,,,84.11111,85.0,103.0,72.0,9.0,2.69231,1970-01-01,yfinance.info/recommendations
SOTK,Technology,4.289999961853027,0.7833712866060045,-81.73959688643833,,,,7.75,7.75,7.75,7.75,1.0,,1970-01-01,yfinance.info/recommendations
SPB,Consumer Defensive,57.119998931884766,39.28722116819026,-31.219849609871286,1.88,3.291316588156606,-59.84464639002604,77.71429,75.0,95.0,62.0,7.0,2.11111,1970-01-01,yfinance.info/recommendations
SPFI,Financial Services,37.810001373291016,17.960729366019844,-52.49741149518364,0.62,1.6397777769930684,-50.85763371819057,44.0,43.5,48.0,41.0,4.0,,1970-01-01,yfinance.info/recommendations
SPG,Real Estate,182.72999572753903,53.37340484355048,-70.79110923685825,8.450000000000001,4.62430919803634,-72.27772800046147,192.0,190.5,225.0,169.0,20.0,2.28571,1970-01-01,yfinance.info/recommendations
SPGI,Financial Services,493.8999938964844,60.98846687310584,-87.65165668621403,3.79,0.7673618236153167,-67.08386346926227,611.4,617.5,675.0,540.0,20.0,1.3913,1970-01-01,yfinance.info/recommendations
SPMC,Unknown,16.40999984741211,,,2.94,17.91590510260513,-6.642632273113765,20.625,20.5,23.0,18.5,4.0,1.0,1970-01-01,yfinance.info/recommendations
SPRY,Healthcare,8.210000038146973,-9.356941240672093,-213.9700511229716,,,,30.0,30.0,35.0,25.0,7.0,1.14286,1970-01-01,yfinance.info/recommendations
SPSC,Technology,81.55000305175781,45.639024169913945,-44.03553346166282,,,,98.0,100.0,125.0,80.0,11.0,2.25,1970-01-01,yfinance.info/recommendations
SPXC,Industrials,211.42999267578125,67.44835388633429,-68.09896598267237,0.37774,0.1786596098403352,-82.96565113987685,229.0,223.5,258.0,210.0,10.0,1.4,1970-01-01,yfinance.info/recommendations
SQFT,Real Estate,4.71999979019165,,,0.91,19.27966187394789,,,,,,,,,yfinance.info/recommendations
SRBK,Financial Services,15.149999618530272,17.49273209246687,15.463581075415703,0.15,0.9900990348312086,16.453680110246896,,,,,,,,yfinance.info/recommendations
SRE,Utilities,92.0,153.19574201389884,66.51711088467265,2.555,2.7771739130434785,69.29428479771613,99.13333,99.0,115.0,80.0,15.0,1.82353,1970-01-01,yfinance.info/recommendations
SRFM,Industrials,2.630000114440918,-8.190115239544777,-411.4112122875638,,,,7.875,7.875,12.0,3.75,2.0,2.5,1970-01-01,yfinance.info/recommendations
SRG,Real Estate,4.159999847412109,,,1.0,24.038462420187084,,6.5,6.5,6.5,6.5,1.0,,1970-01-01,yfinance.info/recommendations
SRRK,Healthcare,37.40999984741211,-29.35596425460769,-178.47090182930978,,,,47.09091,46.0,53.0,43.0,11.0,1.23077,1970-01-01,yfinance.info/recommendations
SRTA,Healthcare,4.789999961853027,-3.844388630304869,-180.2586359273718,,,,9.25,9.25,11.25,7.25,2.0,1.0,1970-01-01,yfinance.info/recommendations
SRZN,Healthcare,12.979999542236328,-27.820810798629022,-314.3359921400719,,,,37.0,37.0,42.0,32.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
SSD,Basic Materials,164.1699981689453,,,1.14,0.6944021518638505,-83.42747710029589,197.33333,190.0,212.0,190.0,3.0,,1970-01-01,yfinance.info/recommendations
SSNC,Technology,83.48999786376953,42.81073088092244,-48.72352140818517,1.02,1.2217032292470915,-47.50181817893809,101.22222,102.0,112.0,92.0,9.0,1.7,1970-01-01,yfinance.info/recommendations
SST,Industrials,3.5799999237060547,-5.241821027953627,-246.41958490678505,,,,8.0,8.0,8.0,8.0,1.0,1.0,1970-01-01,yfinance.info/recommendations
SSTI,Technology,7.010000228881836,2.548135758214084,-63.6499903706774,,,,17.83333,16.5,30.0,10.0,6.0,1.71429,1970-01-01,yfinance.info/recommendations
STI,Industrials,10.050000190734863,-11.1398407510469,-210.8441844739144,,,,,,,,,,,yfinance.info/recommendations
STIM,Healthcare,1.9900000095367432,-5.73668647929998,-388.2757010958727,,,,6.5,7.0,7.0,5.5,3.0,1.66667,1970-01-01,yfinance.info/recommendations
STLD,Basic Materials,155.41000366210938,63.046801887915024,-59.43195392685876,1.96,1.2611800745217208,-83.651033248506,167.16667,168.0,180.0,145.0,12.0,1.66667,1970-01-01,yfinance.info/recommendations
STM,Technology,23.34000015258789,11.780059297326162,-49.52845235512985,0.36,1.5424164423584372,-47.98603591277141,31.84167,29.0,48.6,25.0,12.0,2.30769,1970-01-01,yfinance.info/recommendations
STRS,Real Estate,18.65999984741211,,,5.67,30.38585233850553,-422.6162883140516,,,,,,,,yfinance.info/recommendations
STT,Financial Services,116.83999633789062,67.3518086247595,-42.35551974001762,3.12,2.670318467810667,-39.68520127220695,130.35715,130.0,165.0,102.0,14.0,1.8125,1970-01-01,yfinance.info/recommendations
STTK,Healthcare,1.8799999952316284,,,,,,3.0,3.0,4.0,2.0,2.0,2.0,1970-01-01,yfinance.info/recommendations
STZ,Consumer Defensive,129.16000366210938,70.89950606056067,-45.107228205073305,4.07,3.151130291578013,-41.95609791349529,172.08696,170.0,220.0,118.0,23.0,1.96,1970-01-01,yfinance.info/recommendations
SU,Energy,44.36000061035156,92.27099324629228,108.0049413361832,1.214,2.736699691831629,92.5192191566274,43.667854,43.153355,46.380173,41.470043,3.0,2.09524,1970-01-01,yfinance.info/recommendations
SUNE,Technology,1.3300000429153442,-17.199303217731128,-1393.180651335203,2124003.5,159699506.1251434,159698112.94449207,,,,,,,,yfinance.info/recommendations
SUPN,Healthcare,45.0,13.522473357566875,-69.95005920540694,,,,59.33333,61.5,65.0,43.0,6.0,1.5,1970-01-01,yfinance.info/recommendations
SVCO,Technology,4.260000228881836,-8.798546578890186,-306.53864098968904,,,,9.5,9.5,12.0,8.0,6.0,1.16667,1970-01-01,yfinance.info/recommendations
SVRA,Healthcare,4.300000190734863,-5.682039901027243,-232.14045695324006,,,,10.3125,10.25,16.0,7.0,8.0,1.25,1970-01-01,yfinance.info/recommendations
SVV,Consumer Cyclical,8.109999656677246,-2.06312697609091,-125.43929794611356,,,,14.16667,14.0,18.0,11.0,9.0,,1970-01-01,yfinance.info/recommendations
SWK,Industrials,65.6500015258789,,,3.29,5.011424102866316,92.03232779385962,85.29643,80.5,120.15,69.0,14.0,2.47368,1970-01-01,yfinance.info/recommendations
SWKS,Technology,66.5999984741211,64.31253647970327,-3.4346276979370636,2.81,4.219219315886152,-80.998368678055,83.63158,75.0,140.0,70.0,19.0,2.84615,1970-01-01,yfinance.info/recommendations
SWX,Utilities,81.30000305175781,22.7417637364436,-72.02735192769234,1.86,2.287822792350786,-69.73952913534156,85.28571,84.0,92.0,78.0,7.0,1.5,1970-01-01,yfinance.info/recommendations
SXC,Basic Materials,6.75,9.573100090859658,41.823705049772705,0.36,5.333333333333333,47.15703838310604,10.0,10.0,10.0,10.0,2.0,2.0,1970-01-01,yfinance.info/recommendations
SXI,Industrials,233.2400054931641,36.599732238175605,-84.30812408840887,1.3,0.5573657903374133,-89.02974518208286,260.4,260.0,272.0,245.0,5.0,1.4,1970-01-01,yfinance.info/recommendations
SXTP,Healthcare,0.9100000262260436,-13.217979403750782,-1552.525167341857,,,,3.0,3.0,3.0,3.0,1.0,1.0,1970-01-01,yfinance.info/recommendations
SYF,Financial Services,73.08999633789062,28.55838645645933,-60.92709277965258,1.15,1.5734027330958122,-59.35369004655677,82.56522,84.0,100.0,60.0,23.0,1.86957,1970-01-01,yfinance.info/recommendations
SYK,Healthcare,362.2200012207031,98.79316523038716,-72.72564604454523,3.36,0.9276130497147034,-71.79803299483052,428.96445,435.0,465.0,316.0,27.0,1.96774,1970-01-01,yfinance.info/recommendations
SYRE,Healthcare,23.5,,,,,,52.72727,49.0,71.0,21.0,11.0,1.14286,1970-01-01,yfinance.info/recommendations
SYY,Consumer Defensive,74.70999908447266,36.69979921983333,-50.876991474276664,2.1,2.810868726722356,-48.06612274755431,86.9375,88.0,98.0,80.0,16.0,2.05263,1970-01-01,yfinance.info/recommendations
TACT,Technology,4.199999809265137,3.273890131473286,-22.05023142498404,0.36,8.571428960683413,-13.478802464300628,5.0,5.0,5.0,5.0,1.0,1.0,1970-01-01,yfinance.info/recommendations
TAIT,Technology,2.0999999046325684,0.9673923562746988,-53.93369522824045,0.17,8.095238462867668,-69.39159179856675,,,,,,,,yfinance.info/recommendations
TALK,Healthcare,3.25,0.2676648009753621,-91.76415996998887,,,,5.0,5.25,6.0,3.5,6.0,1.14286,1970-01-01,yfinance.info/recommendations
TALO,Energy,10.84000015258789,,,,,,13.18182,12.0,20.0,11.0,11.0,1.58333,1970-01-01,yfinance.info/recommendations
TAP,Consumer Defensive,46.43999862670898,67.53353151547952,45.42104546195884,1.85,3.983634915389536,49.40468037734836,51.04762,49.0,72.0,40.0,21.0,2.57143,1970-01-01,yfinance.info/recommendations
TAP-A,Consumer Defensive,47.72999954223633,69.40946276289114,45.421042171749086,1.85,3.875969029421282,92.25296051079144,,,,,,,,yfinance.info/recommendations
TASK,Unknown,11.710000038146973,12.457863642916069,6.3865380216295895,,,,15.9,16.5,18.0,12.0,5.0,3.0,1970-01-01,yfinance.info/recommendations
TAYD,Industrials,43.13999938964844,31.78585183223639,-26.319303936143555,0.02,0.0463606867940731,-26.27294324934948,48.0,48.0,48.0,48.0,1.0,,1970-01-01,yfinance.info/recommendations
TBCH,Technology,14.149999618530272,11.915736948689696,-15.789842615364275,,,,18.91667,20.5,22.0,13.5,6.0,1.5,1970-01-01,yfinance.info/recommendations
TBHC,Consumer Cyclical,1.350000023841858,-11.832298856621854,-976.4665664930327,1.5,111.11110914881831,-865.3554573442144,1.0,1.0,1.0,1.0,1.0,,1970-01-01,yfinance.info/recommendations
TBI,Industrials,4.909999847412109,-12.01382600476641,-344.6807816317648,,,,7.66667,7.0,10.0,6.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
TCBS,Financial Services,16.0,3.081827796060113,-80.7385762746243,0.16,1.0,-79.73857627462428,,,,,,,,yfinance.info/recommendations
TCBX,Financial Services,37.40999984741211,12.555353039835753,-66.43851084991574,,,,43.0,43.0,46.0,40.0,3.0,,1970-01-01,yfinance.info/recommendations
TCI,Real Estate,44.88999938964844,39.24045307229056,-12.585311637720029,0.69,1.5370906869718357,-11.048220950748194,,,,,,,,yfinance.info/recommendations
TD,Financial Services,81.3499984741211,33.00332070526125,-59.43045934320428,2.236,2.7486171382182776,-56.681842204986,78.54898,78.52497,89.41512,67.706856,3.0,2.0,1970-01-01,yfinance.info/recommendations
TDC,Technology,27.239999771118164,28.473971231119823,4.529998055690166,,,,27.8,25.5,42.0,23.0,10.0,2.6,1970-01-01,yfinance.info/recommendations
TDG,Industrials,1340.5999755859375,140.46977863023943,-89.52187220734177,90.0,6.71341202737704,-82.80846017996473,1570.3684,1565.0,1798.0,1375.0,19.0,1.55,1970-01-01,yfinance.info/recommendations
TDOC,Healthcare,6.920000076293945,4.693582062168163,-32.173670369641904,,,,9.2619,9.0,12.0,7.0,21.0,2.65385,1970-01-01,yfinance.info/recommendations
TDUP,Consumer Cyclical,7.480000019073486,0.791772127385399,-89.41481115820274,,,,12.5,12.5,14.0,11.0,4.0,1.33333,1970-01-01,yfinance.info/recommendations
TDY,Technology,501.2300109863281,217.67500380596093,-56.57183348267261,,,,621.7273,620.0,645.0,584.0,11.0,,1970-01-01,yfinance.info/recommendations
TE,Industrials,3.359999895095825,-6.182416193415989,-284.0004876916721,,,,6.5,6.5,7.0,6.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
TEAM,Technology,151.7899932861328,27.34526457267473,-81.98480414902758,,,,244.75484,240.0,480.0,178.0,29.0,1.59375,1970-01-01,yfinance.info/recommendations
TECH,Healthcare,59.380001068115234,11.2303682689597,-81.08728853662825,0.24,0.4041764831305648,-80.68311205349768,69.16667,70.0,75.0,60.0,12.0,1.46667,1970-01-01,yfinance.info/recommendations
TECX,Healthcare,18.540000915527344,-19.60867054934545,-205.76412934760478,,,,79.875,78.0,101.0,64.0,8.0,1.22222,1970-01-01,yfinance.info/recommendations
TEF,Communication Services,4.289999961853027,,,0.3279999999999999,7.645687713673621,,4.50333,4.41,4.8,4.3,3.0,3.33333,1970-01-01,yfinance.info/recommendations
TENX,Healthcare,7.099999904632568,,,,,,20.0,20.0,30.0,10.0,5.0,1.2,1970-01-01,yfinance.info/recommendations
TER,Technology,169.97000122070312,32.26723364353981,-81.01592433264658,0.48,0.2824027749324589,-80.73352155771411,184.6875,197.5,215.0,125.0,16.0,2.0,1970-01-01,yfinance.info/recommendations
TFC,Financial Services,44.86000061035156,43.9427283277474,-2.0447442490504475,2.08,4.636647284217902,2.591903035167454,50.55238,50.0,60.0,46.1,21.0,2.04762,1970-01-01,yfinance.info/recommendations
TFIN,Financial Services,52.40999984741211,11.498301249850044,-78.06086379827035,,,,62.0,60.5,70.0,57.0,4.0,,1970-01-01,yfinance.info/recommendations
TFSL,Financial Services,13.670000076293944,1.2256369372528757,-91.03411170144517,1.132,8.280907049613527,-82.75320465183164,14.0,14.0,14.0,14.0,1.0,3.0,1970-01-01,yfinance.info/recommendations
TFX,Healthcare,107.0,-22.2820773657368,-120.82437136984747,1.36,1.2710280373831775,-119.5533433324643,124.14286,120.0,155.0,114.0,7.0,3.0,1970-01-01,yfinance.info/recommendations
TG,Industrials,8.510000228881836,4.9596898772673965,-41.719274455071655,0.52,6.110458120026689,-35.60881633504496,,,,,,,,yfinance.info/recommendations
TGT,Consumer Defensive,89.9000015258789,99.80947606013568,11.022774600737021,5.64,6.273637268378078,17.296411869115097,100.69697,100.0,130.0,80.0,33.0,2.75676,1970-01-01,yfinance.info/recommendations
TH,Industrials,6.289999961853027,6.475804240686516,2.953963115426651,,,,10.5,10.5,11.0,10.0,2.0,1.66667,1970-01-01,yfinance.info/recommendations
THC,Healthcare,192.91000366210935,159.26509283492237,-17.440728934989586,0.986667,0.5114649221240968,154.49699901962254,232.2381,235.0,260.0,167.0,21.0,1.54545,1970-01-01,yfinance.info/recommendations
THO,Consumer Cyclical,98.6500015258789,92.78792350760766,-5.942298963607665,2.02,2.047643151297968,-3.894655812309697,109.0,110.0,129.0,79.0,12.0,,1970-01-01,yfinance.info/recommendations
THR,Industrials,35.029998779296875,22.59441411951873,-35.4998147106066,,,,34.5,34.5,36.0,33.0,2.0,1.75,1970-01-01,yfinance.info/recommendations
THS,Consumer Defensive,23.86000061035156,-23.329041051491217,-197.77468757217892,,,,21.85714,22.5,23.0,19.0,7.0,3.0,1970-01-01,yfinance.info/recommendations
TIL,Healthcare,14.420000076293944,,,,,,95.75,88.0,180.0,27.0,4.0,1.75,1970-01-01,yfinance.info/recommendations
TITN,Industrials,15.800000190734863,-22.513318417512792,-242.48935535275896,,,,22.8,24.0,25.0,18.0,5.0,1.8,1970-01-01,yfinance.info/recommendations
TJX,Consumer Cyclical,146.0800018310547,50.121280545693125,-65.68915668302107,1.65,1.129518058131097,-60.12964050292218,152.6842,155.0,172.0,90.0,19.0,1.45455,1970-01-01,yfinance.info/recommendations
TKO,Communication Services,184.08999633789065,37.47125037629682,-79.64514578645563,1.52,0.8256831062183815,-78.81946268023724,222.52632,225.0,250.0,171.0,19.0,1.35,1970-01-01,yfinance.info/recommendations
TKR,Industrials,76.41000366210938,57.07755272347588,-25.300942300857628,1.38,1.806046242455976,5.867864110577679,87.41091,86.0,105.0,80.0,11.0,2.46154,1970-01-01,yfinance.info/recommendations
TLPH,Healthcare,1.25,,,,,,3.25,3.25,3.5,3.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
TLS,Technology,5.849999904632568,-0.6873081155344082,-111.74885686733317,,,,8.7,9.0,10.0,7.5,5.0,1.8,1970-01-01,yfinance.info/recommendations
TLYS,Consumer Cyclical,1.309999942779541,-14.403808971855684,-1199.5274504588044,4.0,305.34352478770734,-894.1839256710971,2.25,2.25,2.25,2.25,1.0,,1970-01-01,yfinance.info/recommendations
TMC,Basic Materials,5.079999923706055,-1.280339634177766,-125.20353648438068,,,,8.8,7.5,12.0,6.5,5.0,1.2,1970-01-01,yfinance.info/recommendations
TMDX,Healthcare,115.01000213623048,29.165043767059245,-74.64129795205729,,,,141.90909,147.0,170.0,114.0,11.0,1.66667,1970-01-01,yfinance.info/recommendations
TMO,Healthcare,578.7100219726562,154.90982380475606,-73.23187470009367,1.68,0.2903008305046044,-49.64545105201738,613.57904,620.0,675.0,533.16,21.0,1.8,1970-01-01,yfinance.info/recommendations
TMUS,Communication Services,216.0800018310547,119.3706111634601,-44.75628926697633,3.52,1.629026272756219,-32.12498753217674,275.0,276.5,310.0,200.0,26.0,1.86207,1970-01-01,yfinance.info/recommendations
TNC,Industrials,72.19000244140625,47.57843307898776,-34.092767045401786,1.18,1.6345753706792834,-58.95126944401425,110.0,111.0,125.0,93.0,4.0,1.0,1970-01-01,yfinance.info/recommendations
TNDM,Healthcare,18.61000061035156,-22.370631856914933,-220.20758260734056,,,,22.2381,18.0,55.0,14.0,21.0,2.43478,1970-01-01,yfinance.info/recommendations
TNGX,Healthcare,8.170000076293945,-7.907960645816134,-196.79266305959842,,,,12.83333,12.5,15.0,11.0,6.0,1.25,1970-01-01,yfinance.info/recommendations
TNYA,Healthcare,1.3300000429153442,-4.501990987344457,-438.4955520359343,,,,10.14286,5.0,40.0,3.0,7.0,1.25,1970-01-01,yfinance.info/recommendations
TOL,Consumer Cyclical,130.33999633789062,119.961053829276,-7.962975909335213,0.98,0.7518797203733756,-7.211096188961825,150.73334,155.0,183.0,92.0,15.0,1.875,1970-01-01,yfinance.info/recommendations
TOMZ,Industrials,0.8199999928474426,-1.284573246871222,-256.65527537513174,,,,3.5,3.5,3.5,3.5,1.0,,1970-01-01,yfinance.info/recommendations
TORO,Energy,3.819999933242798,7.633358704280805,99.82614758322383,,,,,,,,,,,yfinance.info/recommendations
TOST,Technology,35.900001525878906,8.115261576783023,-77.39481551015241,,,,47.34615,46.0,65.0,36.0,26.0,1.93333,1970-01-01,yfinance.info/recommendations
TPC,Industrials,59.08000183105469,74.14058622687615,25.491848221143844,1.6,2.708192197717535,28.200040418861377,89.0,88.0,95.0,85.0,4.0,1.0,1970-01-01,yfinance.info/recommendations
TPG,Financial Services,57.869998931884766,3.5651830606151744,-93.83932412922361,1.98,3.421461960506577,-90.41786216871704,65.84615,65.0,76.0,55.0,13.0,2.0,1970-01-01,yfinance.info/recommendations
TPH,Consumer Cyclical,31.940000534057617,34.53409002106061,8.121757807226434,,,,38.8,38.0,43.0,35.0,5.0,,1970-01-01,yfinance.info/recommendations
TPL,Energy,1022.6500244140624,232.58225054332428,-77.25690656717242,6.4,0.6258250473975145,-76.6310815197749,635.0,635.0,635.0,635.0,1.0,5.0,1970-01-01,yfinance.info/recommendations
TPR,Consumer Cyclical,101.41000366210938,18.988860072589738,-81.27516084521679,1.4499999999999995,1.4298392147103085,-79.84532163050648,121.63158,125.0,147.0,66.0,19.0,1.7619,1970-01-01,yfinance.info/recommendations
TRAK,Technology,15.039999961853027,,,0.074,0.4920212778436916,-89.72045132402621,,,,,,,1970-01-01,yfinance.info/recommendations
TRC,Industrials,16.469999313354492,-15.37636913391041,-193.35986505744827,0.094168,0.5717547293620411,-192.78811032808625,26.25,26.25,26.25,26.25,1.0,,1970-01-01,yfinance.info/recommendations
TRDA,Healthcare,8.75,-31.720912641183425,-462.52471589923914,,,,16.5,16.5,20.0,13.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
TRGP,Energy,173.10000610351562,61.11266169581212,-64.69517068689986,3.75,2.1663777399045614,-82.94705041222355,206.45,200.5,261.0,188.0,20.0,1.31818,1970-01-01,yfinance.info/recommendations
TRIN,Financial Services,14.770000457763672,59.53296577109482,303.06678352066024,2.04,13.811780208359432,316.8785637290197,16.3125,17.0,17.0,13.5,8.0,1.75,1970-01-01,yfinance.info/recommendations
TRMB,Technology,77.55999755859375,15.089936038433397,-80.54417674905999,,,,98.45455,99.0,106.0,93.0,11.0,1.46154,1970-01-01,yfinance.info/recommendations
TRN,Industrials,25.459999084472656,-46.71593422174163,-283.4875722765928,1.2,4.71327589611677,51.02990403858266,27.0,27.0,31.0,23.0,2.0,,1970-01-01,yfinance.info/recommendations
TRNO,Real Estate,60.7400016784668,9.030171217144762,-85.13307381032543,1.99,3.276259376043916,-81.85681443428152,64.0,64.0,80.0,53.0,17.0,2.38889,1970-01-01,yfinance.info/recommendations
TRNS,Industrials,54.290000915527344,22.20180527737798,-59.10516687608289,,,,106.75,108.0,116.0,95.0,4.0,1.6,1970-01-01,yfinance.info/recommendations
TROW,Financial Services,101.72000122070312,63.28777463124173,-37.78236937500082,5.05,4.964608670268253,3.947248482245936,110.38462,111.0,126.0,98.0,13.0,3.35714,1970-01-01,yfinance.info/recommendations
TRP,Energy,55.22999954223633,0.1825517307350386,-99.66946997601289,1.7879999999999998,3.237371020857339,170.23693951157765,49.700195,47.087734,56.852356,45.160484,3.0,2.17391,1970-01-01,yfinance.info/recommendations
TRST,Financial Services,40.09999847412109,11.958306401958232,-70.17878589278341,1.46,3.6408978941538472,-66.53788799862957,,,,,,,,yfinance.info/recommendations
TRTX,Real Estate,8.949999809265137,2.498939969720846,-72.07888242484746,0.96,10.726257211829186,-61.35262521301828,10.125,10.75,11.0,8.0,4.0,2.2,1970-01-01,yfinance.info/recommendations
TRUP,Financial Services,37.7400016784668,1.0910391542471023,-97.10906437275119,,,,55.5,55.0,67.0,45.0,4.0,2.16667,1970-01-01,yfinance.info/recommendations
TRV,Financial Services,287.2900085449219,149.31186128264892,-48.02747856116205,4.300000000000001,1.4967454043316075,-46.53073315683044,295.1,298.5,322.0,233.0,20.0,2.54167,1970-01-01,yfinance.info/recommendations
TSBK,Financial Services,33.70000076293945,16.819520663385113,-50.09044426526581,1.05,3.115726932429941,-46.974717332835866,,,,,,,,yfinance.info/recommendations
TSCO,Consumer Cyclical,55.41999816894531,19.33238241842084,-65.1165949888938,0.91,1.642006550101115,-63.474588438792665,63.51852,65.0,70.0,48.0,27.0,2.0,1970-01-01,yfinance.info/recommendations
TSLA,Consumer Cyclical,404.3500061035156,29.06489014059804,-92.81194764390402,,,,392.1961,420.0,600.0,120.0,41.0,2.61702,1970-01-01,yfinance.info/recommendations
TSN,Consumer Defensive,53.97999954223633,35.855948597494006,-33.575492957463375,2.0,3.705075985477013,-29.87041697198636,62.66667,60.0,80.0,55.0,12.0,2.5,1970-01-01,yfinance.info/recommendations
TSSI,Technology,8.640000343322754,2.841431749227483,-67.11305976482484,,,,,,,,,,,yfinance.info/recommendations
TTD,Communication Services,41.93000030517578,13.721305812458905,-67.27568396710657,,,,63.125,60.0,98.0,34.0,32.0,2.16216,1970-01-01,yfinance.info/recommendations
TTEK,Industrials,36.209999084472656,13.60649814014147,-62.423367897912705,0.246,0.6793703568622518,-90.4502378362966,41.2,41.0,48.0,38.0,5.0,2.0,1970-01-01,yfinance.info/recommendations
TTI,Industrials,7.699999809265137,3.250825799192075,-57.78148208159081,0.19,2.4675325286551275,418.0454179027236,8.16667,8.5,9.0,7.0,3.0,,1970-01-01,yfinance.info/recommendations
TTWO,Communication Services,235.02999877929688,-87.00256999881785,-137.01764474777406,0.001,0.0004254776008142,-137.01721927017323,277.02142,280.0,316.0,160.0,28.0,1.39286,1970-01-01,yfinance.info/recommendations
