symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
CNET,Communication Services,1.9299999475479128,,,,,,,,,,,,,yfinance.info/recommendations
CNK,Communication Services,29.8799991607666,14.824085357894692,-50.387932482410534,0.24,0.8032128739652968,133.8733867939242,34.18182,35.0,37.0,23.0,11.0,1.81818,1970-01-01,yfinance.info/recommendations
CNM,Industrials,47.150001525878906,26.39053000445283,-44.02857020064349,,,,59.75,60.0,77.0,40.0,16.0,2.13333,1970-01-01,yfinance.info/recommendations
CNNE,Consumer Cyclical,15.520000457763672,-21.53817976935739,-238.7769274103546,0.51,3.286082377303535,-235.49084503305107,20.5,20.5,22.0,19.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
CNP,Utilities,39.7400016784668,9.3631895181348,-76.43887991275989,0.87,2.189229902502524,-74.24965001025737,42.66667,42.0,46.0,38.0,15.0,2.35294,1970-01-01,yfinance.info/recommendations
CNQ,Energy,33.56999969482422,58.24702692692314,73.50916728159397,1.232,3.669943435209349,315.9333338481388,38.14075,35.981457,44.22254,34.21826,3.0,1.86364,1970-01-01,yfinance.info/recommendations
CNR,Energy,82.37000274658203,58.608605110810224,-28.847149257570948,0.3,0.3642102585852453,-28.482938998985706,113.0,112.0,125.0,103.0,4.0,1.0,1970-01-01,yfinance.info/recommendations
CNS,Financial Services,64.76000213623047,49.81485186834917,-23.07774826264269,3.0700000000000003,4.740580448934955,-18.337167813707737,74.33333,75.0,77.0,71.0,3.0,2.66667,1970-01-01,yfinance.info/recommendations
CNSP,Healthcare,6.900000095367432,,,,,,52.00002,52.00002,84.00003,20.0,2.0,,1970-01-01,yfinance.info/recommendations
CNTX,Healthcare,1.159999966621399,,,,,,5.33333,5.0,9.0,4.0,6.0,1.42857,1970-01-01,yfinance.info/recommendations
CNVS,Communication Services,2.4100000858306885,3.701581377239476,53.592582797091495,,,,8.0,8.0,9.0,7.0,2.0,,1970-01-01,yfinance.info/recommendations
CNXC,Technology,35.27000045776367,90.66852739801392,157.06982200522162,1.359,3.853132924189842,-48.64126892762911,64.8,62.0,80.0,54.0,5.0,,1970-01-01,yfinance.info/recommendations
COCH,Healthcare,0.6679999828338623,-5.3339466868291225,-898.495033517946,,,,8.25,8.25,9.5,7.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
COF,Financial Services,211.1499938964844,101.60450848200188,-51.880411357334374,1.7999999999999998,0.8524745688046025,-51.027936788529765,260.2381,264.0,290.0,210.0,21.0,1.65217,1970-01-01,yfinance.info/recommendations
COGT,Healthcare,33.540000915527344,-17.839350424589004,-153.188282461645,,,,29.33333,20.5,65.0,13.0,12.0,1.84615,1970-01-01,yfinance.info/recommendations
COHU,Technology,22.09000015258789,-2.069614772992308,-109.36901203574618,0.24,1.086464456053358,-108.28254757969282,29.0,30.0,30.0,26.0,4.0,,1970-01-01,yfinance.info/recommendations
COIN,Financial Services,284.0,25.254356338231556,-91.10762100766495,,,,385.27036,400.0,510.0,205.0,29.0,2.11765,1970-01-01,yfinance.info/recommendations
COLB,Financial Services,26.93000030517578,104.48731306030982,287.99595943646534,1.44,5.34719637460695,293.3431558110723,29.46154,28.0,33.0,28.0,13.0,2.53846,1970-01-01,yfinance.info/recommendations
COLD,Real Estate,10.789999961853027,,,0.91,8.433734969575667,-167.52198822877426,15.5,15.0,26.0,12.0,16.0,2.1875,1970-01-01,yfinance.info/recommendations
COLL,Healthcare,45.97999954223633,91.61720977949898,99.25448171294826,,,,46.8,48.0,48.0,44.0,5.0,1.75,1970-01-01,yfinance.info/recommendations
COO,Healthcare,72.12999725341797,28.06458022911381,-61.09166602278786,0.03,0.0415915723587226,-24.952512198326627,83.0,85.0,96.0,64.0,17.0,2.21053,1970-01-01,yfinance.info/recommendations
COOK,Consumer Cyclical,0.9079999923706056,-3.732823778359016,-511.10394380217593,,,,1.55714,1.5,3.0,1.0,7.0,2.75,1970-01-01,yfinance.info/recommendations
COP,Energy,91.37000274658205,135.05993011189133,47.816489057666836,2.34,2.561015573667075,234.79642767532468,113.10714,113.5,131.0,98.0,28.0,1.68966,1970-01-01,yfinance.info/recommendations
COR,Healthcare,361.9400024414063,116.20546107503212,-67.89372263602048,2.25,0.6216499930438742,-67.27207264297661,382.07144,397.5,417.0,300.0,14.0,1.75,1970-01-01,yfinance.info/recommendations
CORT,Healthcare,75.54000091552734,11.41688699449919,-84.88630281158439,,,,135.25,137.5,145.0,121.0,4.0,1.5,1970-01-01,yfinance.info/recommendations
COSM,Healthcare,0.722000002861023,-2.2199741568929805,-407.4756437806138,,,,,,,,,,,yfinance.info/recommendations
COST,Consumer Defensive,922.97998046875,264.95217577628966,-71.29383286929696,5.06,0.5482242418118536,-70.74560862748511,1055.9678,1060.0,1218.0,640.0,31.0,2.0,1970-01-01,yfinance.info/recommendations
COTY,Consumer Defensive,3.5,-1.664072520622168,-147.5449291606334,0.5,14.285714285714285,-133.2592148749191,4.99688,4.225,10.0,3.5,16.0,2.72222,1970-01-01,yfinance.info/recommendations
CPAY,Technology,279.07000732421875,173.2746420841828,-37.909973291083446,,,,350.0,345.5,440.0,315.0,12.0,1.92857,1970-01-01,yfinance.info/recommendations
CPB,Consumer Defensive,31.290000915527344,17.932449722412514,-42.68951998172132,1.56,4.985618262560887,-37.70390171916043,34.36842,33.0,60.0,29.0,19.0,3.04762,1970-01-01,yfinance.info/recommendations
CPBI,Financial Services,15.779999732971191,9.468160006957348,-39.99898499887615,,,,,,,,,,,yfinance.info/recommendations
CPNG,Consumer Cyclical,28.21999931335449,8.616441029309604,-69.4668985153658,,,,35.98824,37.0,40.0,28.6,17.0,1.64706,1970-01-01,yfinance.info/recommendations
CPRT,Industrials,41.08000183105469,19.29157244137965,-53.03901757181505,,,,53.33333,55.0,65.0,32.0,9.0,2.33333,1970-01-01,yfinance.info/recommendations
CPT,Real Estate,102.66000366210938,8.596739834537756,-91.62600864224329,4.18,4.071692821829491,-59.291268516395405,117.54348,119.0,137.0,103.0,23.0,2.4,1970-01-01,yfinance.info/recommendations
CR,Industrials,183.6999969482422,69.5758929204622,-62.12526179841726,0.895,0.4872074114689114,-75.55049757683139,213.75,217.5,235.0,173.0,8.0,1.75,1970-01-01,yfinance.info/recommendations
CRBU,Healthcare,1.9900000095367432,-15.248823945753813,-866.272556415898,,,,9.125,7.5,32.0,1.0,8.0,1.5,1970-01-01,yfinance.info/recommendations
CRCT,Technology,4.599999904632568,8.545103456999653,85.76312248167766,0.95,20.652174341205395,-50.08509235589519,3.625,3.75,4.0,3.0,4.0,4.75,1970-01-01,yfinance.info/recommendations
CRD-A,Financial Services,11.25,21.38655390291556,90.10270135924941,0.285,2.5333333333333337,2.2651568043585724,14.0,14.0,14.0,14.0,1.0,2.0,1970-01-01,yfinance.info/recommendations
CRD-B,Financial Services,10.510000228881836,21.38655390291556,103.4876635315819,0.285,2.7117030808126,106.1993666123945,14.0,14.0,14.0,14.0,1.0,1.0,1970-01-01,yfinance.info/recommendations
CRDF,Healthcare,2.130000114440918,,,,,,9.92857,10.0,19.0,2.5,7.0,1.42857,1970-01-01,yfinance.info/recommendations
CREG,Utilities,1.3600000143051147,,,,,,,,,,,,,yfinance.info/recommendations
CRL,Healthcare,167.80999755859375,44.97696617930943,-73.19768378900969,,,,188.93333,197.0,211.0,155.0,15.0,2.05556,1970-01-01,yfinance.info/recommendations
CRM,Technology,243.66000366210935,119.61508248826836,-50.90902048325412,1.648,0.6763522840151193,-50.232668199239015,332.151,337.5,430.0,221.0,50.0,1.66038,1970-01-01,yfinance.info/recommendations
CRNC,Technology,8.359999656677246,-0.0822277108182649,-100.98358509802794,,,,11.75,10.5,16.0,10.0,4.0,,1970-01-01,yfinance.info/recommendations
CROX,Consumer Cyclical,73.38999938964844,53.94395858979267,-26.496853742444102,,,,89.5,88.0,112.0,71.0,12.0,2.5,1970-01-01,yfinance.info/recommendations
CRS,Industrials,330.5,92.34723801409098,-72.05832435277127,0.8,0.2420574886535552,-91.83638648632524,376.09833,376.5,425.0,338.59,6.0,1.42857,1970-01-01,yfinance.info/recommendations
CRVO,Healthcare,7.679999828338623,,,,,,22.42857,20.0,31.0,15.0,7.0,1.0,1970-01-01,yfinance.info/recommendations
CRWD,Technology,537.5499877929688,34.5681413513104,-93.56931594525048,,,,515.73334,515.0,706.0,330.0,45.0,1.90385,1970-01-01,yfinance.info/recommendations
CRWS,Consumer Cyclical,2.7799999713897705,4.531168176695256,62.99166270962391,0.32,11.510791485369204,74.5024541949931,,,,,,,,yfinance.info/recommendations
CRWV,Technology,77.36000061035156,-75.28696261992246,-197.3202714916322,,,,130.80959,127.5,234.0,36.0,24.0,2.2963,1970-01-01,yfinance.info/recommendations
CSCO,Technology,78.0,32.62333173223464,-58.17521572790431,1.63,2.089743589743589,-68.00192736111234,84.10048,85.0,100.0,67.0,21.0,2.03846,1970-01-01,yfinance.info/recommendations
CSGP,Real Estate,68.05000305175781,2.3072977705106283,-96.60940827768114,,,,92.58824,96.0,105.0,70.0,17.0,2.0,1970-01-01,yfinance.info/recommendations
CSL,Industrials,306.5400085449219,225.44305942332835,-26.45558389149362,4.2,1.3701311029305696,-25.085452788563053,369.5,367.5,402.0,329.0,8.0,2.22222,1970-01-01,yfinance.info/recommendations
CSTL,Healthcare,33.45000076293945,9.542149971462782,-71.47339386002376,,,,37.25,37.5,41.0,30.0,8.0,1.0,1970-01-01,yfinance.info/recommendations
CSV,Consumer Cyclical,41.290000915527344,5.364880348105566,-87.00682918588149,0.452,1.094696028040103,119.99526705622864,60.0,60.0,65.0,56.0,5.0,1.4,1970-01-01,yfinance.info/recommendations
CSX,Industrials,34.900001525878906,12.25351147822464,-64.88965345993334,0.51,1.4613179876849771,-4.052791791531992,39.29167,40.0,45.0,27.0,24.0,1.69231,1970-01-01,yfinance.info/recommendations
CTAS,Industrials,186.72000122070312,54.7805277205838,-70.66167129260396,1.68,0.8997429247090883,-74.78707897060251,216.82353,220.0,255.0,172.0,17.0,2.61905,1970-01-01,yfinance.info/recommendations
CTBI,Financial Services,54.31999969482422,48.76579319433222,-10.224975205626194,1.94,3.571428591493253,-6.6535466141329405,61.66667,61.0,64.0,60.0,3.0,,1970-01-01,yfinance.info/recommendations
CTEV,Healthcare,43.2599983215332,-170.5308783006736,-494.19991890242335,,,,85.0,85.0,90.0,80.0,2.0,1.66667,1970-01-01,yfinance.info/recommendations
CTKB,Healthcare,5.5,-0.415845515262924,-107.56082755023498,,,,5.25,4.75,7.5,4.0,4.0,2.4,1970-01-01,yfinance.info/recommendations
CTO,Real Estate,17.450000762939453,,,1.52,8.710601338357511,,20.91667,21.0,23.0,18.5,6.0,,1970-01-01,yfinance.info/recommendations
CTOS,Industrials,5.789999961853027,-3.1175826488057385,-153.8442602650379,,,,7.66667,8.0,9.0,6.0,6.0,1.83333,,yfinance.info/recommendations
CTRA,Energy,26.34000015258789,37.75839139393285,43.35000446164806,0.88,3.34092632840604,-67.47586261760803,31.95833,32.5,38.0,26.0,24.0,1.69565,1970-01-01,yfinance.info/recommendations
CTRE,Real Estate,35.880001068115234,4.6837002476271525,-86.9462092859598,1.295,3.6092529583306,-52.65718068979026,38.44444,39.0,41.0,36.0,9.0,1.33333,1970-01-01,yfinance.info/recommendations
CTRN,Consumer Cyclical,40.06999969482422,-14.749489916289471,-136.80930878118934,0.32,0.7986024518021992,-136.01070632938715,48.0,48.0,53.0,43.0,2.0,,1970-01-01,yfinance.info/recommendations
CTS,Technology,42.34999847412109,34.486221504403005,-18.56854132951957,0.16,0.3778040277800046,0.225309442980597,47.0,47.0,47.0,47.0,1.0,,1970-01-01,yfinance.info/recommendations
CTSH,Technology,72.62000274658203,71.89471755325201,-0.9987402449721886,1.23,1.6937482146513576,167.76645243129212,84.86478,84.0,103.0,70.0,23.0,2.2963,1970-01-01,yfinance.info/recommendations
CTVA,Basic Materials,66.0,52.66636269427038,-20.202480766256993,0.69,1.0454545454545454,-86.47566022080238,77.61905,80.0,86.0,65.0,21.0,1.65217,1970-01-01,yfinance.info/recommendations
CTXR,Healthcare,0.9789999723434448,,,,,,6.0,6.0,6.0,6.0,1.0,,1970-01-01,yfinance.info/recommendations
CUBI,Financial Services,66.79000091552734,14.928214664155645,-77.6490276096326,,,,84.75,86.5,95.0,68.0,8.0,,1970-01-01,yfinance.info/recommendations
CURI,Communication Services,4.559999942779541,,,0.3,6.578947450975963,,6.33333,6.0,7.0,6.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
CURV,Consumer Cyclical,1.2599999904632568,,,,,,2.72,2.0,6.0,1.1,5.0,3.0,1970-01-01,yfinance.info/recommendations
CVBF,Financial Services,18.86000061035156,18.32696914972628,-2.826253676432632,0.8,4.241781410976781,1.4155277345441308,22.4,21.0,26.0,21.0,5.0,,1970-01-01,yfinance.info/recommendations
CVGI,Consumer Cyclical,1.5299999713897705,-1.59611731332091,-204.32139497826802,,,,4.0,4.0,4.0,4.0,3.0,1.5,1970-01-01,yfinance.info/recommendations
CVLG,Industrials,19.1200008392334,25.591741687697084,33.84801550418324,0.265,1.385983202763421,54.95103034047912,29.66667,29.0,33.0,27.0,3.0,,1970-01-01,yfinance.info/recommendations
CVLT,Technology,127.37999725341795,36.908896942491786,-71.02457392186714,,,,193.7,195.0,220.0,144.0,10.0,1.5,1970-01-01,yfinance.info/recommendations
CVNA,Consumer Cyclical,318.3099975585937,15.331896331597708,-95.1833443972254,,,,419.66666,430.0,500.0,330.0,21.0,2.08696,1970-01-01,yfinance.info/recommendations
CVS,Healthcare,77.80999755859375,13.538316225607064,-82.60080111760418,2.66,3.418583836860969,-73.49246975624852,91.48,93.0,102.0,77.0,25.0,1.57143,1970-01-01,yfinance.info/recommendations
CVX,Energy,157.6199951171875,135.60360483340784,-13.968018630765014,6.76,4.288795970951571,-9.679222659813444,172.8,171.0,204.0,124.0,25.0,2.14815,1970-01-01,yfinance.info/recommendations
CWAN,Technology,19.25,-0.4429327701303632,-102.30094945522265,,,,28.54545,27.0,36.0,23.0,11.0,1.41667,1970-01-01,yfinance.info/recommendations
CWD,Financial Services,2.3399999141693115,,,,,,7.0,7.0,7.0,7.0,1.0,,1970-01-01,yfinance.info/recommendations
CWEN-A,Utilities,33.86000061035156,3.551744862583729,-89.51049970891643,1.7392,5.1364440893373695,-84.37405561957905,36.9,37.0,41.0,34.0,10.0,1.63636,1970-01-01,yfinance.info/recommendations
CXAI,Technology,0.5320000052452087,-3.501981776123114,-758.2672446608314,,,,3.0,3.0,3.0,3.0,1.0,,1970-01-01,yfinance.info/recommendations
CXM,Technology,7.28000020980835,3.976561834796036,-45.376899447909196,,,,11.0,10.0,17.0,8.0,7.0,2.55556,1970-01-01,yfinance.info/recommendations
CXT,Industrials,58.59000015258789,30.03412964973435,-48.73847146012039,0.67,1.1435398502391136,-47.59493160988127,77.33333,80.0,88.0,62.0,6.0,1.83333,1970-01-01,yfinance.info/recommendations
CXW,Industrials,17.190000534057617,14.274704189951327,-16.95925685592837,1.76,10.238510443981705,-69.36063217896145,29.875,29.75,32.0,28.0,4.0,1.0,1970-01-01,yfinance.info/recommendations
CYH,Healthcare,3.259999990463257,,,0.206612,6.337791429583402,2542.391810064781,3.90714,3.75,5.0,3.0,7.0,3.0,1970-01-01,yfinance.info/recommendations
CYN,Technology,3.559999942779541,-20.15797215628398,-666.2351820305154,,,,12.0,12.0,12.0,12.0,1.0,,1970-01-01,yfinance.info/recommendations
CYRX,Industrials,8.670000076293945,-3.769973161196421,-143.48296572112517,,,,13.22222,13.0,16.0,9.5,9.0,1.33333,1970-01-01,yfinance.info/recommendations
CZNC,Financial Services,19.600000381469727,39.48517049866114,101.45494760291582,1.12,5.714285603070053,107.16923320598588,21.5,21.5,22.0,21.0,2.0,,1970-01-01,yfinance.info/recommendations
CZR,Consumer Cyclical,19.780000686645508,-25.772993353120317,-230.29824296477898,,,,34.70588,36.0,52.0,22.0,17.0,1.64706,1970-01-01,yfinance.info/recommendations
D,Utilities,60.560001373291016,10.41445255220314,-82.80308402239194,2.672,4.41215313640736,-78.39093088598459,64.13333,65.0,70.0,54.0,15.0,2.84211,1970-01-01,yfinance.info/recommendations
DAC,Industrials,94.61000061035156,236.3014591634922,149.76372226937474,2.55,2.6952753234851965,152.45899759285993,101.5,101.5,105.0,98.0,2.0,,1970-01-01,yfinance.info/recommendations
DAIO,Technology,2.720000028610229,-1.3478664552926567,-149.55391327629297,4.15,152.57352780692514,3.0196145306321966,5.22,5.22,5.22,5.22,1.0,,1970-01-01,yfinance.info/recommendations
DAL,Industrials,58.40999984741211,47.110996850316354,-19.34429554290842,0.6759999999999999,1.1573360756136872,-18.18695946729473,71.74762,72.0,90.0,32.0,21.0,1.36364,1970-01-01,yfinance.info/recommendations
DAN,Consumer Cyclical,20.809999465942383,-5.487534986365385,-126.36970267753385,0.4,1.922152860477673,-50.94179951931901,26.14286,27.0,28.0,21.0,7.0,2.0,1970-01-01,yfinance.info/recommendations
DAR,Consumer Defensive,34.75,13.035463227167842,-62.4878756052724,,,,46.15385,45.0,60.0,34.0,13.0,1.53846,1970-01-01,yfinance.info/recommendations
DASH,Consumer Cyclical,206.9600067138672,36.019371077062054,-82.59597511181921,,,,275.80487,280.0,360.0,205.0,41.0,1.68182,1970-01-01,yfinance.info/recommendations
DAVE,Technology,205.3000030517578,77.69613216299685,-62.15483146222408,,,,300.0,296.5,345.0,274.0,8.0,1.25,1970-01-01,yfinance.info/recommendations
DAY,Technology,69.0,5.439918877693904,-92.11605959754506,,,,70.08333,70.0,72.0,69.0,12.0,2.75,1970-01-01,yfinance.info/recommendations
DB,Financial Services,36.93000030517578,10.854051579748724,-70.60912133751725,0.767,2.076902230332514,-68.53221910718474,42.6,42.6,42.6,42.6,1.0,1.0,1970-01-01,yfinance.info/recommendations
DBD,Technology,65.08999633789062,48.46266273877945,-25.545144468585505,,,,79.0,80.0,80.0,77.0,3.0,1.33333,1970-01-01,yfinance.info/recommendations
DBGI,Consumer Cyclical,7.690000057220459,,,,,,,,,,,,,yfinance.info/recommendations
DBI,Consumer Cyclical,3.7300000190734863,-14.246718732208697,-481.94956191307244,0.2,5.361930267487748,-476.58763164558457,4.5,4.5,5.0,4.0,2.0,,1970-01-01,yfinance.info/recommendations
DD,Basic Materials,39.709999084472656,16.44354857675197,-58.590911720313535,0.67364,1.6963989310778045,-56.89451278923573,53.25,47.5,100.0,44.0,16.0,1.47059,1970-01-01,yfinance.info/recommendations
DDOG,Technology,185.00999450683597,10.76346767436855,-94.18222366685663,,,,210.90628,217.0,240.0,131.27,43.0,1.43478,1970-01-01,yfinance.info/recommendations
DDS,Consumer Cyclical,634.8900146484375,537.5023682564342,-15.339294073782286,26.05,4.1030728786032125,-11.236221195179072,431.66666,411.0,700.0,184.0,3.0,4.0,1970-01-01,yfinance.info/recommendations
DE,Industrials,476.2300109863281,107.14635847008796,-77.50113264634975,6.48,1.3606870315835748,-76.14044561476618,527.21216,521.0,724.0,440.0,23.0,2.12,1970-01-01,yfinance.info/recommendations
DECK,Consumer Cyclical,82.81999969482422,88.85373794204378,7.285363764130313,,,,111.97136,109.185,157.0,81.0,22.0,2.34615,1970-01-01,yfinance.info/recommendations
DEI,Real Estate,11.869999885559082,5.181818243365267,-56.3452544791562,0.76,6.402695933675687,-194.30000621882456,15.25,14.75,20.0,12.0,10.0,2.91667,1970-01-01,yfinance.info/recommendations
DELL,Technology,133.75999450683594,87.99146042740563,-34.216907864100776,2.02,1.5101675261333585,-32.70674033796742,164.0,167.0,200.0,130.0,24.0,1.65385,1970-01-01,yfinance.info/recommendations
DFIN,Technology,46.040000915527344,37.173229659057874,-19.258842485120546,,,,64.33333,66.0,70.0,57.0,3.0,,1970-01-01,yfinance.info/recommendations
DG,Consumer Defensive,104.3000030517578,40.27724825376342,-61.38327221929586,2.36,2.2627036730084025,-79.3737263221068,119.39286,119.0,139.0,80.0,28.0,2.35484,1970-01-01,yfinance.info/recommendations
DGLY,Communication Services,1.3799999952316284,-52.70874174244233,-3919.474052505003,,,,4.0,4.0,4.0,4.0,1.0,,1970-01-01,yfinance.info/recommendations
DGX,Healthcare,186.9499969482422,113.03644998030214,-39.536532856110874,3.1500000000000004,1.6849425254989918,-37.85159033061189,197.25,199.0,215.0,166.0,16.0,2.22222,1970-01-01,yfinance.info/recommendations
DHI,Consumer Cyclical,142.42999267578125,113.2931439119199,-20.456961498401995,1.65,1.158463866354299,-19.29849763204769,162.06667,167.0,195.0,110.0,15.0,2.45,1970-01-01,yfinance.info/recommendations
DHIL,Financial Services,130.1999969482422,102.2742866436886,-21.448318708989504,6.0,4.608295038889404,-51.061880096281136,,,,,,,,yfinance.info/recommendations
DHR,Healthcare,221.2100067138672,65.14384883254904,-70.5511293090769,1.2300000000000002,0.5560327122050098,-43.32194383017916,254.2,252.5,310.0,220.0,20.0,,1970-01-01,yfinance.info/recommendations
DIN,Consumer Cyclical,26.489999771118164,-6.719251622588869,-125.36523850753225,2.04,7.701019319087332,289.3923283400541,27.0,28.0,32.0,21.0,5.0,2.71429,1970-01-01,yfinance.info/recommendations
DINO,Energy,56.15999984741211,58.81635796414067,4.729982414433658,2.0,3.5612535709295616,75.56012737894277,60.0,60.0,66.0,51.0,15.0,2.25,1970-01-01,yfinance.info/recommendations
DIOD,Technology,44.56999969482422,45.3882591349615,1.8358973429212395,,,,57.66667,60.0,62.0,51.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
DIS,Communication Services,105.8000030517578,55.09544416079728,-47.92491250322142,1.0,0.9451795568576644,-80.37276164000045,133.00357,135.0,160.0,77.0,28.0,1.64516,1970-01-01,yfinance.info/recommendations
DKNG,Consumer Cyclical,29.57999992370605,2.808291376774452,-90.50611432042693,,,,46.04545,46.0,69.0,30.0,33.0,1.58824,1970-01-01,yfinance.info/recommendations
DLB,Industrials,65.55999755859375,50.21617351573667,-23.40424742869103,1.32,2.013422893770336,-82.20279465272428,95.75,97.5,114.0,74.0,4.0,,1970-01-01,yfinance.info/recommendations
DLPN,Communication Services,1.7300000190734863,,,,,,5.0,5.0,5.0,5.0,1.0,2.0,1970-01-01,yfinance.info/recommendations
DLR,Real Estate,158.17999267578125,12.814500304985364,-91.89878562502464,4.88,3.085093074951932,-88.81369255007272,199.1852,205.0,220.0,161.0,27.0,1.73333,1970-01-01,yfinance.info/recommendations
DLTR,Consumer Defensive,104.75,64.4100059564811,-38.510734170423774,,,,107.13043,105.0,135.0,70.0,23.0,2.57143,1970-01-01,yfinance.info/recommendations
DNOW,Industrials,12.489999771118164,10.579978632634203,-15.292403310532379,,,,17.0,17.0,18.0,16.0,2.0,2.0,1970-01-01,yfinance.info/recommendations
DNUT,Consumer Defensive,4.079999923706055,-21.666611916759656,-631.0444196547646,0.07,1.715686306592274,-629.3287333481724,3.825,3.725,6.0,2.5,6.0,3.125,1970-01-01,yfinance.info/recommendations
DOC,Real Estate,17.350000381469727,,,1.121,6.461094958806217,,20.86111,20.0,29.0,18.0,18.0,1.9,1970-01-01,yfinance.info/recommendations
DOCN,Technology,45.84000015258789,9.16326948757382,-80.01031968352534,,,,53.33333,52.5,60.0,47.0,12.0,1.92857,1970-01-01,yfinance.info/recommendations
DORM,Consumer Cyclical,131.75,78.54578577226333,-40.382705296194814,1.5,1.1385199240986716,-75.07573688822718,173.5,177.5,185.0,159.0,8.0,1.5,1970-01-01,yfinance.info/recommendations
DOV,Industrials,183.1199951171875,79.8861920445604,-56.37494857214402,2.065,1.1276758710475634,269.04859473102107,215.05556,222.5,242.0,168.0,18.0,1.83333,1970-01-01,yfinance.info/recommendations
DOW,Basic Materials,22.93000030517578,-4.560625241688107,-119.88933790227068,2.45,10.684692400317951,-109.20464550195273,27.94118,27.0,45.0,20.0,17.0,2.7,1970-01-01,yfinance.info/recommendations
DPZ,Consumer Cyclical,410.1600036621094,110.59945453716313,-73.03504643317802,6.73,1.6408230787768832,-4.832535492033126,496.64517,500.0,597.0,340.0,31.0,1.94118,1970-01-01,yfinance.info/recommendations
DRCT,Communication Services,0.2010000050067901,,,,,,2.0,2.0,2.0,2.0,1.0,2.5,1970-01-01,yfinance.info/recommendations
DRI,Consumer Cyclical,173.8300018310547,86.55549251612123,-50.206816082160266,5.8,3.336593188117789,-74.8043076351441,221.5,225.0,259.0,160.0,30.0,1.93939,1970-01-01,yfinance.info/recommendations
DRIO,Healthcare,11.729999542236328,-48.70021014900691,-515.176573312314,,,,19.75,20.5,27.0,11.0,4.0,1.5,1970-01-01,yfinance.info/recommendations
DRMA,Healthcare,3.069999933242798,,,,,,10.0,10.0,10.0,10.0,1.0,,1970-01-01,yfinance.info/recommendations
DRUG,Healthcare,57.88999938964844,,,,,,93.768906,93.768906,93.768906,93.768906,1.0,1.16667,1970-01-01,yfinance.info/recommendations
DRVN,Consumer Cyclical,13.899999618530272,-14.039829039376013,-201.00596708405178,,,,21.30769,21.0,25.0,18.0,13.0,1.85714,1970-01-01,yfinance.info/recommendations
DSGR,Industrials,26.21999931335449,11.945811199835124,-54.440078136268944,0.24,0.915331831750896,-53.52474630451805,38.5,38.5,41.0,36.0,2.0,2.0,1970-01-01,yfinance.info/recommendations
DT,Technology,46.84000015258789,15.496213192911547,-66.9167097727787,,,,61.54545,64.0,69.0,50.0,33.0,1.56757,1970-01-01,yfinance.info/recommendations
DTE,Utilities,137.10000610351562,142.1664430445224,3.6954315940594644,4.36,3.1801603252358994,6.875591919295363,150.61539,151.0,158.0,139.0,13.0,2.11765,1970-01-01,yfinance.info/recommendations
DTI,Energy,2.440000057220459,1.2305445414167124,-49.56784784593428,,,,3.625,3.625,5.0,2.25,2.0,3.0,1970-01-01,yfinance.info/recommendations
DUK,Utilities,122.70999908447266,79.27330955854134,-35.39784031456949,4.22,3.4390025519395397,-90.41744712374305,137.29411,138.0,150.0,121.0,17.0,2.18182,1970-01-01,yfinance.info/recommendations
DUOL,Technology,185.07000732421875,66.7460359076702,-63.93470942553119,,,,295.69528,300.0,590.0,185.0,17.0,2.33333,1970-01-01,yfinance.info/recommendations
DUOT,Technology,8.800000190734863,-3.998593905940554,-145.43856612810643,,,,11.5,11.5,11.5,11.5,1.0,,1970-01-01,yfinance.info/recommendations
DVA,Healthcare,121.5500030517578,94.43309616847414,-22.30926055323658,,,,144.5,141.5,186.0,126.0,8.0,2.88889,1970-01-01,yfinance.info/recommendations
DVN,Energy,35.84000015258789,81.5740395569878,127.60613618774663,0.94,2.6227678459764894,70.4309760913838,45.3,43.5,70.0,33.0,30.0,1.77419,1970-01-01,yfinance.info/recommendations
DX,Real Estate,13.59000015258789,5.040376320452737,-62.911138602946096,1.96,14.422369227323111,-48.48876937562299,14.25,14.0,16.0,13.25,5.0,,1970-01-01,yfinance.info/recommendations
DXC,Technology,12.90999984741211,75.05099793808799,481.3400373752323,0.84,6.506584120280863,487.8466214955132,14.5,14.5,16.0,13.0,8.0,3.33333,1970-01-01,yfinance.info/recommendations
DXCM,Healthcare,58.060001373291016,24.23363665073984,-58.26104705900354,,,,84.96,84.0,112.0,63.0,25.0,1.42857,1970-01-01,yfinance.info/recommendations
DXPE,Industrials,90.70999908447266,55.24193630892656,-39.10049954086855,,,,136.5,136.5,148.0,125.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
DY,Industrials,291.20001220703125,99.74307541330565,-65.74757169227301,,,,308.44443,310.0,336.0,275.0,9.0,1.11111,1970-01-01,yfinance.info/recommendations
E,Energy,38.220001220703125,85.6976133060936,124.22190101781749,1.634,4.275248424416297,-80.339432527165,38.0615,37.9,39.446,37.0,4.0,3.0,1970-01-01,yfinance.info/recommendations
