symbol,date,period,eps,src
TGT,2025-01-31,2025Q1,2.41,yahoo_income
TGT,2024-10-31,2024Q4,1.85,yahoo_income
TGT,2024-07-31,2024Q3,2.57,yahoo_income
TJX,2025-07-31,2025Q3,1.1,yahoo_income
TJX,2025-04-30,2025Q2,0.92,yahoo_income
TJX,2025-01-31,2025Q1,1.23,yahoo_income
TJX,2024-10-31,2024Q4,1.14,yahoo_income
TJX,2024-07-31,2024Q3,0.96,yahoo_income
TMO,2025-09-30,2025Q3,4.27,yahoo_income
TMO,2025-06-30,2025Q2,4.28,yahoo_income
TMO,2025-03-31,2025Q1,3.98,yahoo_income
TMO,2024-12-31,2024Q4,4.78,yahoo_income
TMO,2024-09-30,2024Q3,4.25,yahoo_income
TSLA,2025-09-30,2025Q3,0.39,yahoo_income
TSLA,2025-06-30,2025Q2,0.33,yahoo_income
TSLA,2025-03-31,2025Q1,0.12,yahoo_income
TSLA,2024-12-31,2024Q4,0.66,yahoo_income
TSLA,2024-09-30,2024Q3,0.62,yahoo_income
TXN,2025-09-30,2025Q3,1.48,yahoo_income
TXN,2025-06-30,2025Q2,1.41,yahoo_income
TXN,2025-03-31,2025Q1,1.28,yahoo_income
TXN,2024-12-31,2024Q4,1.3,yahoo_income
TXN,2024-09-30,2024Q3,1.47,yahoo_income
UNH,2025-09-30,2025Q3,2.59,yahoo_income
UNH,2025-06-30,2025Q2,3.74,yahoo_income
UNH,2025-03-31,2025Q1,6.85,yahoo_income
UNH,2024-12-31,2024Q4,5.98,yahoo_income
UNH,2024-09-30,2024Q3,6.51,yahoo_income
UPS,2025-09-30,2025Q3,1.55,yahoo_income
UPS,2025-06-30,2025Q2,1.51,yahoo_income
UPS,2025-03-31,2025Q1,1.4,yahoo_income
UPS,2024-12-31,2024Q4,2.01,yahoo_income
UPS,2024-09-30,2024Q3,1.8,yahoo_income
USB,2025-09-30,2025Q3,1.22,yahoo_income
USB,2025-06-30,2025Q2,1.11,yahoo_income
USB,2025-03-31,2025Q1,1.03,yahoo_income
USB,2024-12-31,2024Q4,1.01,yahoo_income
USB,2024-09-30,2024Q3,1.03,yahoo_income
V,2025-09-30,2025Q3,2.62,yahoo_income
V,2025-06-30,2025Q2,2.69,yahoo_income
V,2025-03-31,2025Q1,2.32,yahoo_income
V,2024-12-31,2024Q4,2.58,yahoo_income
V,2024-09-30,2024Q3,2.65,yahoo_income
WFC,2025-09-30,2025Q3,1.66,yahoo_income
WFC,2025-06-30,2025Q2,1.6,yahoo_income
WFC,2025-03-31,2025Q1,1.39,yahoo_income
WFC,2024-12-31,2024Q4,1.43,yahoo_income
WFC,2024-09-30,2024Q3,1.42,yahoo_income
WMT,2025-07-31,2025Q3,0.88,yahoo_income
WMT,2025-04-30,2025Q2,0.56,yahoo_income
WMT,2025-01-31,2025Q1,0.65,yahoo_income
WMT,2024-10-31,2024Q4,0.57,yahoo_income
WMT,2024-07-31,2024Q3,0.56,yahoo_income
WPM,2025-09-30,2025Q3,0.807,yahoo_income
WPM,2025-06-30,2025Q2,0.643,yahoo_income
WPM,2025-03-31,2025Q1,0.559,yahoo_income
WPM,2024-09-30,2024Q3,0.34,yahoo_income
WPM,2024-06-30,2024Q2,0.269,yahoo_income
XOM,2025-09-30,2025Q3,1.76,yahoo_income
XOM,2025-06-30,2025Q2,1.64,yahoo_income
XOM,2025-03-31,2025Q1,1.76,yahoo_income
XOM,2024-12-31,2024Q4,1.72,yahoo_income
XOM,2024-09-30,2024Q3,1.92,yahoo_income
ZTS,2025-09-30,2025Q3,1.63,yahoo_income
ZTS,2025-06-30,2025Q2,1.61,yahoo_income
ZTS,2025-03-31,2025Q1,1.41,yahoo_income
ZTS,2024-12-31,2024Q4,1.29,yahoo_income
ZTS,2024-09-30,2024Q3,1.5,yahoo_income
