symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
TRU,Consumer Cyclical,3.880000114440918,7.246154624530154,86.75655697949061,0.3,7.731958534831847,-57.79482555276876,,,,,,,,yfinance.info/recommendations
TRUBB,Basic Materials,0.5899999737739563,-0.1502941396235044,-125.47358411935893,0.317619,53.83373120651827,-71.63985291284067,,,,,,,,yfinance.info/recommendations
TRUE,Communication Services,11.600000381469728,6.587992847620617,-43.20696007782446,0.32,2.758620598937048,-82.97657038190063,15.08333,15.05,18.0,11.0,18.0,1.36842,1970-01-01,yfinance.info/recommendations
TRV,Consumer Cyclical,1.809999942779541,2.0079774647613307,10.937984985666013,,,,,,,,,,,yfinance.info/recommendations
TSC,Consumer Cyclical,13.899999618530272,15.695289725423322,12.915756519156488,1.2000000000000002,8.63309376210532,-4.374637507025753,,,,,,,,yfinance.info/recommendations
TSE,Utilities,0.4199999868869781,-3.5843335970897,-953.4127878566441,0.215,51.1904777887187,1069.439156900014,,,,,,,,yfinance.info/recommendations
TSI,Financial Services,0.0399999991059303,,,0.062606,156.51500349838295,,,,,,,,,yfinance.info/recommendations
TSR,Unknown,0.1299999952316284,,,0.2161,166.23077532807775,-3750.6384224863614,,,,,,,,yfinance.info/recommendations
TSTE,Consumer Defensive,10.199999809265137,1.3636164410197338,-86.63121111256201,0.14,1.3725490452738192,-85.2586620672882,,,,,,,,yfinance.info/recommendations
TSTH,Basic Materials,0.6800000071525574,1.3443327444541762,97.6959897520378,0.186,27.35294088875959,-43.18597689589258,,,,,,,,yfinance.info/recommendations
TTA,Industrials,4.28000020980835,3.665034269233397,-14.368362393199272,0.22,5.140186663912598,-9.228175729286685,5.3,5.3,5.3,5.3,2.0,2.0,1970-01-01,yfinance.info/recommendations
TTB,Financial Services,1.840000033378601,,,0.131,7.11956508823852,71.19392362267457,1.97722,1.97,2.2,1.72,18.0,,1970-01-01,yfinance.info/recommendations
TTCL,Industrials,0.1800000071525573,-33.1823625257327,-18534.645115102303,0.6,333.3333200878572,-18201.31179501444,,,,,,,,yfinance.info/recommendations
TTI,Consumer Cyclical,23.799999237060547,30.768574887470415,29.2797305621701,0.5,2.100840403479581,31.380570965649696,,,,,,,,yfinance.info/recommendations
TTT,Consumer Cyclical,49.0,123.81398229425514,152.68159651888803,2.8,5.714285714285714,257.8845677744297,,,,,,,,yfinance.info/recommendations
TTW,Utilities,9.0,8.036628202928659,-10.704131078570454,0.6,6.666666666666667,-51.76131744818632,9.95,10.3,10.5,8.7,4.0,1.75,1970-01-01,yfinance.info/recommendations
TU-PF,Unknown,1.100000023841858,0.907765802055344,-17.47583796544995,0.1,9.090908893868948,-8.384929071581018,,,,,,,,yfinance.info/recommendations
TURTLE,Consumer Cyclical,3.82,-0.6137210378359266,-116.0659957548672,,,,,,,,,,,yfinance.info/recommendations
TVDH,Consumer Cyclical,0.0900000035762786,0.237132153980683,163.48016061988707,0.2,222.22221339190483,385.7023740117917,,,,,,,,yfinance.info/recommendations
TVH,Financial Services,8.949999809265137,,,0.42,4.692737530175268,249.05906075396285,,,,,,,,yfinance.info/recommendations
TVO,Consumer Defensive,24.399999618530277,49.15698593608676,101.46306026478418,1.73,7.09016404527389,108.55322431005808,30.0,30.0,30.0,30.0,2.0,,1970-01-01,yfinance.info/recommendations
TVT,Communication Services,0.2399999946355819,-0.18599749785289,-177.4989591709409,0.255,106.2500023748726,-71.2489567960683,,,,,,,,yfinance.info/recommendations
TWP,Basic Materials,1.159999966621399,0.6000799908518764,-48.26896481732998,0.00654,0.5637931196712289,-47.70517169765875,,,,,,,,yfinance.info/recommendations
TWPC,Consumer Defensive,2.700000047683716,7.904219399045491,192.74886146118354,0.057,2.1111110738275483,-96.6504067102184,3.94,3.94,3.94,3.94,1.0,,1970-01-01,yfinance.info/recommendations
TWZ,Consumer Cyclical,0.0199999995529651,-0.1305580096166256,-752.7900626741249,0.012536,62.68000140100721,-690.1100612731159,,,,,,,,yfinance.info/recommendations
TYCN,Basic Materials,1.7599999904632568,2.5491309473731008,44.836986431013194,1.3,73.86363676387417,118.70062319488736,,,,,,,,yfinance.info/recommendations
UAC,Basic Materials,2.6600000858306885,2.9795504292615385,12.013170418039966,0.5,18.79699187467716,30.810162292717127,,,,,,,,yfinance.info/recommendations
UBA,Industrials,0.8899999856948853,2.58811874666408,190.79986384981285,0.1,11.235955236777112,404.4255363688966,,,,,,,,yfinance.info/recommendations
UBE,Consumer Defensive,0.449999988079071,2.027406823290634,350.5348615552389,0.0236,5.244444583374781,355.7793061386136,,,,,,,,yfinance.info/recommendations
UBIS,Basic Materials,1.0299999713897705,0.4460200774978425,-56.69707865175654,0.736969,71.55039033696417,14.853311685207627,,,,,,,,yfinance.info/recommendations
UEC,Basic Materials,0.8199999928474426,0.9616913564647698,17.27943473820105,0.06,7.317073234555836,24.59650797275689,,,,,,,,yfinance.info/recommendations
UKEM,Basic Materials,0.5600000023841858,0.2951240387351916,-47.299279021659196,0.01,1.7857142781116524,-89.04217922504516,,,,,,,,yfinance.info/recommendations
UMI,Industrials,0.7599999904632568,2.0007694042835493,163.25913544603907,0.025,3.289473725487982,166.54860917152706,,,,,,,,yfinance.info/recommendations
UMS,Energy,0.2599999904632568,0.7123589638587411,173.9842269184282,1.207358,464.3684785713958,638.352705489824,,,,,,,,yfinance.info/recommendations
UNIQ,Industrials,2.8399999141693115,11.595073669508624,308.2772542230916,0.07,2.4647888068853945,310.74204302997697,,,,,,,,yfinance.info/recommendations
UP,Consumer Cyclical,21.200000762939453,30.17792316476043,42.3486890505949,1.98,9.339622305397814,409.4398800891775,,,,,,,,yfinance.info/recommendations
UPF,Consumer Cyclical,24.899999618530277,25.039058505159907,0.5584694327711739,1.2,4.819277182265395,5.377746615036584,,,,,,,,yfinance.info/recommendations
UPOIC,Consumer Defensive,6.349999904632568,3.8187367898531663,-39.8624118550419,0.33,5.196850471749651,-34.66556138329225,,,,,,,,yfinance.info/recommendations
UREKA,Industrials,0.3400000035762787,-0.0440873516577883,-112.96686799825207,0.077079,22.670293879190325,65.5835756726574,,,,,,,,yfinance.info/recommendations
UTP,Basic Materials,7.550000190734863,13.683271066204664,81.23537378179631,0.6,7.947019666784939,431.18521590152784,,,,,,,,yfinance.info/recommendations
UV,Utilities,0.949999988079071,3.5622021823327152,274.96865547710127,0.09,9.473684329405389,33.88856563788146,,,,,,,,yfinance.info/recommendations
UVAN,Consumer Defensive,11.699999809265137,18.35690954538591,56.896665338825215,1.0,8.54700868634295,65.44367402516816,,,,,,,,yfinance.info/recommendations
VARO,Basic Materials,4.559999942779541,7.705845320696509,68.98783810070451,0.6851220000000001,15.02460545169185,1057.7623232667625,,,,,,,,yfinance.info/recommendations
VCOM,Technology,2.740000009536743,6.98420326920527,154.89792864585067,0.32,11.67883207613941,166.57676072199007,,,,,,,,yfinance.info/recommendations
VGI,Industrials,1.0499999523162842,0.7133313292033768,-32.063679847815365,0.013,1.2380952943209371,-30.825584553494423,2.04,2.12,2.2,1.7,5.0,,1970-01-01,yfinance.info/recommendations
VIBHA,Healthcare,1.399999976158142,0.1753026005299219,-87.47838546319232,0.05,3.571428632249639,-83.90695683094269,,,,,,,,yfinance.info/recommendations
VIH,Healthcare,8.100000381469727,8.512455985930242,5.092044259702564,0.25,3.086419607731402,-59.43791715574032,,,,,,,,yfinance.info/recommendations
VL,Industrials,0.7799999713897705,1.455785894739515,86.63922412018275,0.04,5.128205316306579,11.410892638345496,,,,,,,,yfinance.info/recommendations
VNG,Basic Materials,1.940000057220459,-3.3181633070251024,-271.03934067812406,0.05,2.577319511610616,-268.46202116651347,,,,,,,,yfinance.info/recommendations
VPO,Consumer Defensive,0.4199999868869781,1.389477531678819,230.827994061992,0.05,11.90476227644621,242.73275633843812,,,,,,,,yfinance.info/recommendations
VRANDA,Real Estate,4.5,-6.550850158659876,-245.5744479702195,0.125,2.7777777777777777,-14.622099044548904,,,,,,,,yfinance.info/recommendations
VS,Industrials,0.3499999940395355,-1.3051712199524672,-472.9060691941146,,,,,,,,,,,yfinance.info/recommendations
WACOAL,Consumer Cyclical,17.299999237060547,-4.485602110824068,-125.92833704417099,0.6,3.468208245435428,-122.46012879873555,,,,,,,,yfinance.info/recommendations
WARRIX,Consumer Cyclical,1.9299999475479128,1.1075108673309533,-42.61601567719944,0.2206,11.430052124108856,100.19644985868266,2.2,2.3,2.8,1.5,3.0,,1970-01-01,yfinance.info/recommendations
WAVE,Consumer Defensive,0.0199999995529651,-0.3892862829449672,-2046.4314582309753,0.0931559999999999,465.78001041099446,-1580.6514478199754,,,,,,,,yfinance.info/recommendations
WELL,Industrials,0.7099999785423279,,,0.103723,14.60887368094707,56.27542496235055,,,,,,,,yfinance.info/recommendations
WFX,Consumer Cyclical,0.7300000190734863,1.7292014862475251,136.87690973518357,0.6749999999999999,92.4657510087065,229.3426607438901,,,,,,,,yfinance.info/recommendations
WGE,Industrials,0.7200000286102295,4.54251954194573,530.9054668669761,0.05,6.944444168497026,537.8499110354732,,,,,,,,yfinance.info/recommendations
WHA,Real Estate,3.119999885559082,1.5125121671240338,-51.52204414735091,0.1906,6.108974583050212,-45.4130695643007,4.1675,4.2,5.1,3.3,16.0,1.64706,1970-01-01,yfinance.info/recommendations
WHABT,Real Estate,5.900000095367432,,,0.635,10.762711690438616,364.4824999191284,,,,,,,,yfinance.info/recommendations
WHAIR,Real Estate,6.25,,,0.5461,8.7376,-33.45637719108114,7.65,7.65,8.6,6.7,2.0,1.5,1970-01-01,yfinance.info/recommendations
WHART,Real Estate,9.899999618530272,,,0.7735000000000001,7.813131614189212,-63.45193584614763,11.1,11.1,11.3,10.9,2.0,1.5,1970-01-01,yfinance.info/recommendations
WHAUP,Utilities,4.099999904632568,-1.2286863227809848,-129.96795978928435,0.2525,6.158536728615569,-123.80942306066878,5.035,5.1,5.3,4.575,5.0,1.0,1970-01-01,yfinance.info/recommendations
WICE,Industrials,2.5199999809265137,4.299950904662444,70.63297369873415,0.14,5.555555597604688,371.9859097460367,3.125,3.125,3.65,2.6,2.0,,1970-01-01,yfinance.info/recommendations
WIIK,Industrials,0.8600000143051147,-0.1354899133931234,-115.75464083016325,0.04,4.651162713330911,-111.10347811683236,,,,,,,,yfinance.info/recommendations
WIN,Real Estate,0.3499999940395355,0.4316381673763117,23.32519277916172,,,,,,,,,,,yfinance.info/recommendations
WINMED,Healthcare,1.0299999713897705,-1.2901178624833674,-225.25416488532733,0.02475,2.4029126881047413,-222.85125219722255,,,,,,,,yfinance.info/recommendations
WINNER,Consumer Defensive,2.0999999046325684,1.695831530787836,-19.24611391425033,0.18,8.571428960683413,-10.674684953566915,,,,,,,,yfinance.info/recommendations
WORK,Communication Services,4.059999942779541,5.0631705264098645,24.708635413022613,0.57,14.03940906486242,38.74804447788503,5.05,5.05,5.3,4.8,2.0,,1970-01-01,yfinance.info/recommendations
WPH,Healthcare,5.5,3.1108828845887406,-43.43849300747744,0.002222,0.0404,-43.39809300747744,11.0,11.0,11.0,11.0,1.0,,,yfinance.info/recommendations
WSOL,Industrials,0.25,-9.259163254590298,-3803.6653018361194,,,,,,,,,,,yfinance.info/recommendations
XBIO,Consumer Defensive,0.209999993443489,-3.021522779135927,-1538.8204159392124,58.623803,27916.097538248567,26377.277122309355,,,,,,,,yfinance.info/recommendations
XO,Consumer Defensive,14.600000381469728,15.960787871245753,9.320462015214268,0.33,2.26027391354616,11.580735928760442,17.45,17.45,18.0,16.9,2.0,,1970-01-01,yfinance.info/recommendations
XPG,Financial Services,0.4399999976158142,0.2789142734964623,-36.61039204368447,0.090126,20.48318192917207,64.13585475746267,1.01,1.01,1.01,1.01,1.0,,1970-01-01,yfinance.info/recommendations
XYZ,Basic Materials,0.7200000286102295,1.5013876271738398,108.52605104361916,,,,,,,,,,,yfinance.info/recommendations
YGG,Communication Services,0.3400000035762787,,,0.431222,126.82999866594288,,,,,,,,,yfinance.info/recommendations
YONG,Basic Materials,0.7099999785423279,1.5312792873109398,115.67314557596848,0.06,8.450704480749923,124.1238500567184,,,,,,,,yfinance.info/recommendations
YUASA,Consumer Cyclical,11.199999809265137,31.959466374834317,185.35238320625712,0.6088,5.43571437828395,190.78809758454105,,,,,,,,yfinance.info/recommendations
ZAA,Communication Services,1.8799999952316284,-1.230259945076847,-165.43935894666163,,,,,,,,,,,yfinance.info/recommendations
ZEN,Consumer Cyclical,5.699999809265137,14.231068515029472,149.66787703917817,0.17,2.9824562401505936,152.65033327932875,6.5,6.5,6.5,6.5,2.0,,1970-01-01,yfinance.info/recommendations
ZIGA,Basic Materials,0.9700000286102296,0.7272667520757325,-25.024048389181374,0.41,42.2680399904141,-12.0956174573951,,,,,,,,yfinance.info/recommendations
