symbol,sector,last_price,eps_ttm,g_base,fcf_ttm,fcf_mode,terminal_method,exit_multiple_used,shares,equity_last,roe_ttm,ebitda_ttm,net_debt,minority_interest,model,coe,wacc,terminal_pe_used,intrinsic,intrinsic_s_bull,intrinsic_s_base,intrinsic_s_bear,upside_pct,flags
AKP,Industrials,0.7200000286102295,0.14600000000000002,-0.3,69079348.0,fcfe,,,404000000.0,,,134281224.0,-85115000.0,,eps_dcf,0.08815,0.0801125,15.0,0.5070346679479504,0.6790845496827844,0.47555648012907487,0.4294193496697431,-29.5785211388606,
AKR,Industrials,0.8999999761581421,0.082,0.3,173568702.0,fcfe,,,1471897693.0,,,213999414.0,-268959047.0,1406441.0,eps_dcf,0.08,0.08,15.0,3.8767676529250914,5.09537109375,3.848038503429216,2.744351660587811,330.75197284715165,upside>300%
AKS,Real Estate,0.009999999776482582,-0.2136,-0.3,323704000.0,fcfe,,,4073299779.0,,,-2209787000.0,746404000.0,0.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
ALLA,Industrials,1.159999966621399,0.126,0.3,92924559.0,fcfe,,,600000000.0,,,100403557.0,-345887000.0,1000.0,eps_dcf,0.1,0.08900000000000001,15.0,5.530627873920905,7.494863899591038,5.426429938342512,3.8789856549859545,376.7782787123125,upside>300%
ALLY,Real Estate,4.71999979019165,0.791619,-0.2687565133338795,,fcfe,,,874100000.0,,,834588391.0,4012000000.0,,eps_dcf,0.08,0.08,15.0,3.2110328969081405,4.325555393818057,3.1132760544663327,2.3897809273236486,-31.969638990645798,
ALPHAX,Real Estate,0.25999999046325684,0.022843000000000002,0.3,111010398.0,fcfe,,,9292374138.0,,,409326855.0,-3226815000.0,42670000.0,eps_dcf,0.08,0.08,15.0,1.0799634572654617,1.4194336816406252,1.0719602869979705,0.7645027436927725,315.370575722418,upside>300%
ALT,Technology,1.6699999570846558,0.095,-0.18549375000000057,92964712.0,fcfe,,,1113944019.0,,,422121476.0,667322106.0,119236.0,eps_dcf,0.08,0.08,15.0,0.5771082612576787,0.7866209572965548,0.5680127867773656,0.3948819886597417,-65.44261819831749,
ALUCON,Basic Materials,239.0,27.16,-0.3,531269560.0,fcfe,,,43199986.0,,,1306673633.0,-1420852000.0,,eps_dcf,0.08,0.08,15.0,96.20970452987665,126.32833129715361,90.90938661652065,81.99203150266769,-59.74489350214366,
AMA,Industrials,3.819999933242798,0.4,0.3,587196825.4399999,fcfe,,,517916773.0,,,672109316.44,536342203.88000005,81187381.01,eps_dcf,0.08,0.08,15.0,18.91106172158581,24.855468749999996,18.770919528923,13.38708127116005,395.05398042068055,upside>300%
AMANAH,Financial Services,0.699999988079071,-0.10400000000000001,0.3,332186307.0,fcfe,,,1184121871.0,,,-276710405.0,1634439257.0,,eps_dcf,0.1,0.09120000000000002,15.0,,,,,,eps<=0_block|no_intrinsic
AMARC,Technology,3.3399999141693115,0.39399999999999996,-0.2511994702236252,153005458.21,fcfe,,,409629600.0,,,198369365.81,-101765756.25,,eps_dcf,0.08,0.08,15.0,1.7256729511338977,2.354073478465473,1.6949544756604076,1.1894278502227933,-48.333143847906705,
AMARIN,Communication Services,2.5799999237060547,-0.10700000000000001,0.0,134096282.0,fcfe,,,998281590.0,,,417193714.0,-144953000.0,109185000.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
AMATA,Real Estate,27.0,3.0300000000000002,-0.3,-543277452.0,fcfe,,,1150000000.0,,,6526334057.0,20477133000.0,7081356000.0,eps_dcf,0.1,0.08460000000000001,15.0,10.13202318765815,13.597443823243829,9.492222712060151,8.58600397886647,-62.47398819385871,
AMATAR,Real Estate,7.349999904632568,0.8696240000000001,-0.10849160368043465,,fcfe,,,357890000.0,,,319882831.0,841845000.0,,eps_dcf,0.08,0.08,15.0,7.645044934601316,10.378868187136648,7.536187023673868,5.237795414848325,4.014218146898017,
AMATAV,Real Estate,1.9800000190734863,0.09200000000000001,0.3,-42354997.0,fcfe,,,1065898265.0,,,984293700.0,4673872000.0,1237346000.0,eps_dcf,0.08,0.08,15.0,4.349544195964737,5.716757812500001,4.317311491652291,3.079028692366812,119.67394717501296,
AMC,Basic Materials,2.140000104904175,0.13,-0.12681358024691358,109251476.0,fcfe,,,480096277.0,,,141850842.0,1281168000.0,,eps_dcf,0.1,0.08900000000000001,15.0,0.9819286787328589,1.369073246453782,0.9573488590791164,0.6685235699731641,-54.11548455149128,
AMR,Industrials,0.41999998688697815,-0.289,0.3,-56555088.0,fcfe,,,590710000.0,,,-138689610.0,267910853.0,1038516.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
