as_of_bangkok,symbol,last_price_usd_per_oz,last_price_date,source,usdthb,thb_per_oz,thb_per_gram,thb_per_baht_weight,thb_per_salung
2026-04-12T09:40:29.565233+07:00,GC=F,4761.9,2026-04-10,GC=F,31.98,152285.56,4896.09,74636.0,18659.0
