symbol,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,recency_days,source
NBHC,48.25,48.0,52.0,45.0,4.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
NBN,136.5,136.5,145.0,128.0,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
NCDL,15.125,15.375,16.0,13.0,6.0,2.16667,1970-01-01,20591.0,yfinance.info/recommendations
NCMI,5.25,5.5,6.0,4.0,4.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
NCNO,23.64286,23.5,32.0,16.0,14.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
NDAQ,107.0,109.0,120.0,82.0,15.0,1.70588,1970-01-01,20591.0,yfinance.info/recommendations
NDSN,310.5,325.0,335.0,240.0,8.0,,1970-01-01,20591.0,yfinance.info/recommendations
NECB,28.25,28.25,30.0,26.5,2.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
NEE,99.15727,102.5,112.0,55.0,22.0,1.91667,1970-01-01,20591.0,yfinance.info/recommendations
NEM,144.008,147.5,176.0,72.0,20.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
NEON,,,,,,,,,yfinance.info/recommendations
NEPH,7.0,7.0,8.0,6.0,2.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
NFBK,14.5,14.5,14.5,14.5,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
NFE,4.5,4.5,8.5,0.5,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
NFLX,114.555,115.0,151.4,80.0,44.0,1.68,1970-01-01,20591.0,yfinance.info/recommendations
NGNE,80.0,69.0,180.0,46.0,7.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
NGVC,46.33333,45.0,54.0,40.0,3.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
NHI,87.125,88.5,97.0,74.0,8.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
NI,51.35714,52.0,56.0,43.0,14.0,1.6,1970-01-01,20591.0,yfinance.info/recommendations
NINE,,,,,,,,,yfinance.info/recommendations
NKE,61.07879,55.8,120.0,23.0,33.0,2.23684,1970-01-01,20591.0,yfinance.info/recommendations
NKSH,41.0,41.0,41.0,41.0,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
NKTR,153.25,150.5,192.0,80.0,8.0,1.3,1970-01-01,20591.0,yfinance.info/recommendations
NL,,,,,,,,,yfinance.info/recommendations
NNBR,5.5,6.0,7.0,3.0,4.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
NNI,135.0,135.0,135.0,135.0,1.0,3.0,1970-01-01,20591.0,yfinance.info/recommendations
NNN,45.96667,46.0,50.0,44.0,15.0,2.88235,1970-01-01,20591.0,yfinance.info/recommendations
NOC,711.59,726.0,815.0,603.0,22.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
NOEM,,,,,,,,,yfinance.info/recommendations
NOG,36.1,36.5,45.0,28.0,10.0,2.1,1970-01-01,20591.0,yfinance.info/recommendations
NOMA,,,,,,,,,yfinance.info/recommendations
NOTE,4.83333,3.5,9.75,1.25,3.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
NOTV,3.25,3.25,5.0,1.5,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
NOW,143.06465,140.0,236.0,85.0,43.0,1.44681,1970-01-01,20591.0,yfinance.info/recommendations
NPB,21.08333,21.0,22.0,20.25,3.0,,1970-01-01,20591.0,yfinance.info/recommendations
NPK,,,,,,,,,yfinance.info/recommendations
NPKI,20.33333,21.0,22.0,18.0,3.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
NPWR,3.125,3.0,4.0,2.5,4.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
NRC,,,,,,,,,yfinance.info/recommendations
NRG,200.4706,200.0,290.0,96.0,17.0,1.58824,1970-01-01,20591.0,yfinance.info/recommendations
NRGV,5.0125,5.525,7.0,2.0,4.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
NRIX,30.17647,30.0,41.0,23.0,17.0,1.29412,1970-01-01,20591.0,yfinance.info/recommendations
NRXP,40.4,45.0,49.0,25.0,5.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
NSC,335.29413,330.0,378.0,297.0,17.0,2.55,1970-01-01,20591.0,yfinance.info/recommendations
NSP,39.5,35.5,54.0,33.0,4.0,2.8,1970-01-01,20591.0,yfinance.info/recommendations
NSSC,50.33333,50.0,53.0,48.0,6.0,1.16667,1970-01-01,20591.0,yfinance.info/recommendations
NTAP,117.13333,115.0,137.0,88.0,15.0,2.4,1970-01-01,20591.0,yfinance.info/recommendations
NTGR,35.0,35.0,36.0,34.0,3.0,,1970-01-01,20591.0,yfinance.info/recommendations
NTLA,26.65,22.0,95.0,8.0,20.0,2.125,1970-01-01,20591.0,yfinance.info/recommendations
NTNX,54.678,55.0,65.0,40.17,15.0,2.11765,1970-01-01,20591.0,yfinance.info/recommendations
NTRS,171.0,175.0,192.0,145.0,13.0,2.93333,1970-01-01,20591.0,yfinance.info/recommendations
NTST,22.51316,22.25,24.0,21.0,19.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
NUAI,11.0,11.0,11.0,11.0,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
NUE,240.70538,248.0,275.0,138.17,13.0,1.8,1970-01-01,20591.0,yfinance.info/recommendations
NUS,,,,,,0.0,1970-01-01,20591.0,yfinance.info/recommendations
NUTR,,,,,,,,,yfinance.info/recommendations
NUVB,12.33333,12.0,20.0,7.0,9.0,1.4,1970-01-01,20591.0,yfinance.info/recommendations
NUVL,142.05556,141.0,165.0,116.0,18.0,1.21053,1970-01-01,20591.0,yfinance.info/recommendations
NVDA,272.93738,275.0,380.0,140.0,57.0,1.29508,1970-01-01,20591.0,yfinance.info/recommendations
NVEC,,,,,,,,,yfinance.info/recommendations
NVO,46.809677,44.62158,64.31502,39.642982,12.0,2.35714,1970-01-01,20591.0,yfinance.info/recommendations
NVR,7070.0,7180.0,8096.0,5664.0,6.0,,1970-01-01,20591.0,yfinance.info/recommendations
NVST,29.84615,31.0,35.0,21.0,13.0,2.13333,1970-01-01,20591.0,yfinance.info/recommendations
NVTS,13.5875,13.0,21.0,7.0,8.0,2.875,1970-01-01,20591.0,yfinance.info/recommendations
NVVE,,,,,,,,,yfinance.info/recommendations
NWL,5.0,4.5,9.0,4.0,8.0,2.55556,1970-01-01,20591.0,yfinance.info/recommendations
NWPX,99.0,99.0,108.0,90.0,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
NWS,,,,,,1.5,1970-01-01,20591.0,yfinance.info/recommendations
NWSA,35.05,34.5,43.0,29.4,8.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
NXDT,,,,,,,,,yfinance.info/recommendations
NXPI,298.2903,300.0,380.0,200.0,31.0,1.71875,1970-01-01,20591.0,yfinance.info/recommendations
NXST,251.625,254.0,290.0,205.0,8.0,1.375,1970-01-01,20591.0,yfinance.info/recommendations
NXTC,19.5,19.0,25.0,15.0,4.0,1.25,1970-01-01,20591.0,yfinance.info/recommendations
NXXT,5.0,5.0,5.0,5.0,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
NYC,,,,,,,,,yfinance.info/recommendations
NYT,84.0,88.0,95.0,66.0,9.0,1.9,1970-01-01,20591.0,yfinance.info/recommendations
O,68.45,68.5,75.0,61.5,20.0,2.5,1970-01-01,20591.0,yfinance.info/recommendations
OBDC,13.47917,13.25,15.0,11.0,12.0,1.61538,1970-01-01,20591.0,yfinance.info/recommendations
OBK,52.0,52.0,54.0,50.0,5.0,,1970-01-01,20591.0,yfinance.info/recommendations
OC,144.8,144.0,174.0,121.0,15.0,1.94118,1970-01-01,20591.0,yfinance.info/recommendations
OCC,,,,,,,,,yfinance.info/recommendations
OCFC,22.0,22.0,25.0,20.0,5.0,2.16667,1970-01-01,20591.0,yfinance.info/recommendations
OCUL,26.0,27.0,34.0,18.0,11.0,1.36364,1970-01-01,20591.0,yfinance.info/recommendations
ODFL,210.43478,216.0,240.0,155.0,23.0,2.66667,1970-01-01,20591.0,yfinance.info/recommendations
OFG,47.75,48.0,50.0,45.0,4.0,2.5,1970-01-01,20591.0,yfinance.info/recommendations
OGN,11.25,11.5,14.0,8.0,4.0,3.2,1970-01-01,20591.0,yfinance.info/recommendations
OGS,91.11111,90.0,103.0,78.0,9.0,2.33333,1970-01-01,20591.0,yfinance.info/recommendations
OHI,50.125,50.0,59.0,43.0,16.0,2.33333,1970-01-01,20591.0,yfinance.info/recommendations
OKE,95.0,94.0,113.0,84.0,21.0,2.13043,1970-01-01,20591.0,yfinance.info/recommendations
OKLO,91.21053,90.0,140.0,14.0,19.0,1.90909,1970-01-01,20591.0,yfinance.info/recommendations
OKTA,100.0214,100.0,140.0,75.0,43.0,1.71111,1970-01-01,20591.0,yfinance.info/recommendations
OLED,128.11111,130.0,168.0,100.0,9.0,1.77778,1970-01-01,20591.0,yfinance.info/recommendations
OLMA,41.81818,40.0,62.0,23.0,11.0,1.30769,1970-01-01,20591.0,yfinance.info/recommendations
OLN,29.0,30.0,37.0,22.0,14.0,2.85714,1970-01-01,20591.0,yfinance.info/recommendations
OLP,26.16667,26.0,27.5,25.0,3.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
OMC,99.8,100.5,115.0,79.0,10.0,2.09091,1970-01-01,20591.0,yfinance.info/recommendations
OMCC,,,,,,,,,yfinance.info/recommendations
OMDA,23.0,22.5,30.0,15.0,12.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
OMER,33.5,33.5,40.0,27.0,2.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
OMF,67.78571,67.5,85.0,55.0,14.0,1.9375,1970-01-01,20591.0,yfinance.info/recommendations
ON,103.62069,101.0,125.0,68.0,29.0,2.18182,1970-01-01,20591.0,yfinance.info/recommendations
ONCO,,,,,,,,,yfinance.info/recommendations
ONEW,13.5,13.5,15.0,12.0,4.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
ONTF,8.1,8.1,8.1,8.1,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
ONTO,352.14285,350.0,370.0,330.0,7.0,1.14286,1970-01-01,20591.0,yfinance.info/recommendations
OPBK,16.5,16.5,17.0,16.0,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
OPCH,29.18182,30.0,39.0,22.0,11.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
OPRT,8.5,9.0,11.0,6.0,5.0,1.8,1970-01-01,20591.0,yfinance.info/recommendations
OPRX,11.5,10.5,18.0,7.0,6.0,1.42857,1970-01-01,20591.0,yfinance.info/recommendations
OPTX,,,,,,,,,yfinance.info/recommendations
OPY,,,,,,,,,yfinance.info/recommendations
ORBS,,,,,,,,,yfinance.info/recommendations
ORC,7.5,7.5,7.5,7.5,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
ORCL,242.74307,225.0,400.0,155.0,39.0,1.51163,1970-01-01,20591.0,yfinance.info/recommendations
ORIC,20.35714,21.0,25.0,15.0,14.0,1.25,1970-01-01,20591.0,yfinance.info/recommendations
ORKA,142.16667,141.5,200.0,100.0,12.0,1.15385,1970-01-01,20591.0,yfinance.info/recommendations
ORLY,109.69565,110.0,120.0,64.0,23.0,1.65385,1970-01-01,20591.0,yfinance.info/recommendations
ORRF,41.75,42.0,42.0,41.0,4.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
OS,24.0,24.0,24.0,24.0,7.0,3.11111,1970-01-01,20591.0,yfinance.info/recommendations
OSRH,10.0,10.0,10.0,10.0,1.0,3.0,1970-01-01,20591.0,yfinance.info/recommendations
OTIS,94.35714,93.5,120.0,77.0,14.0,2.4375,1970-01-01,20591.0,yfinance.info/recommendations
OTLK,4.16667,6.0,6.0,0.5,3.0,,1970-01-01,20591.0,yfinance.info/recommendations
OVBC,,,,,,,,,yfinance.info/recommendations
OVID,5.47111,5.0,7.0,4.0,9.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
OWLT,13.75,13.5,15.0,13.0,4.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
OXM,37.5,33.5,51.0,32.0,4.0,,1970-01-01,20591.0,yfinance.info/recommendations
OXY,64.33333,64.0,75.0,55.0,24.0,2.68,1970-01-01,20591.0,yfinance.info/recommendations
PAAS,72.875,73.0,94.0,63.0,8.0,1.77778,1970-01-01,20591.0,yfinance.info/recommendations
PACK,7.08333,7.25,8.0,6.0,3.0,,1970-01-01,20591.0,yfinance.info/recommendations
PACS,48.83333,49.5,52.0,44.0,6.0,1.33333,1970-01-01,20591.0,yfinance.info/recommendations
PANL,10.85,10.8,11.5,10.25,3.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PANW,210.7608,210.0,275.0,114.0,50.0,1.64286,1970-01-01,20591.0,yfinance.info/recommendations
PAR,30.0,28.0,45.0,18.0,8.0,1.33333,1970-01-01,20591.0,yfinance.info/recommendations
PARR,72.0,77.0,80.0,58.0,7.0,1.85714,1970-01-01,20591.0,yfinance.info/recommendations
PATH,13.49875,13.0,17.0,10.98,16.0,2.89474,1970-01-01,20591.0,yfinance.info/recommendations
PAYC,150.5625,142.5,195.0,120.0,16.0,2.4,1970-01-01,20591.0,yfinance.info/recommendations
PAYX,100.93333,100.0,125.0,90.0,15.0,3.26316,1970-01-01,20591.0,yfinance.info/recommendations
PB,77.92308,78.0,85.0,68.0,13.0,2.35714,1970-01-01,20591.0,yfinance.info/recommendations
PBF,43.33333,43.0,62.0,30.0,12.0,3.38462,1970-01-01,20591.0,yfinance.info/recommendations
PBH,69.6,72.0,81.0,50.0,5.0,1.57143,1970-01-01,20591.0,yfinance.info/recommendations
PBHC,,,,,,,,,yfinance.info/recommendations
PBI,16.74,16.5,20.0,15.0,5.0,2.8,1970-01-01,20591.0,yfinance.info/recommendations
PBT,,,,,,,,,yfinance.info/recommendations
PCAR,126.12312,125.0,140.0,109.0,16.0,2.42105,1970-01-01,20591.0,yfinance.info/recommendations
PCB,26.0,26.0,26.0,26.0,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
PCG,22.71875,23.0,28.0,19.0,16.0,1.61111,1970-01-01,20591.0,yfinance.info/recommendations
PCRX,29.28571,27.0,38.0,23.0,7.0,2.14286,1970-01-01,20591.0,yfinance.info/recommendations
PCSA,,,,,,,1970-01-01,20591.0,yfinance.info/recommendations
PCT,11.83333,12.0,17.0,6.0,6.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PCTY,152.95,144.0,250.0,115.0,20.0,1.52381,1970-01-01,20591.0,yfinance.info/recommendations
PCYO,,,,,,,,,yfinance.info/recommendations
PD,8.0,8.0,10.0,6.0,7.0,2.44444,1970-01-01,20591.0,yfinance.info/recommendations
PDFS,54.5,54.0,60.0,50.0,4.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PDLB,,,,,,,,,yfinance.info/recommendations
PDSB,7.5,4.5,15.0,3.0,3.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PEBO,37.33333,37.0,41.0,35.0,6.0,2.57143,1970-01-01,20591.0,yfinance.info/recommendations
PECO,42.23077,43.0,45.0,38.0,13.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PEG,90.19444,90.0,99.0,75.0,18.0,2.22727,1970-01-01,20591.0,yfinance.info/recommendations
PEGA,58.18182,58.0,71.0,48.0,11.0,,1970-01-01,20591.0,yfinance.info/recommendations
PEN,363.35715,374.0,374.0,326.0,14.0,2.64706,1970-01-01,20591.0,yfinance.info/recommendations
PEP,171.2857,173.0,195.0,132.0,21.0,2.56522,1970-01-01,20591.0,yfinance.info/recommendations
PEPG,10.14286,10.0,20.0,3.0,7.0,1.42857,1970-01-01,20591.0,yfinance.info/recommendations
PEW,6.75,6.75,6.75,6.75,1.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PFBC,103.75,102.0,111.0,100.0,4.0,2.8,1970-01-01,20591.0,yfinance.info/recommendations
PFE,29.18778,28.0,36.0,24.0,27.0,2.44828,1970-01-01,20591.0,yfinance.info/recommendations
PFG,99.5,99.5,113.0,87.0,12.0,2.83333,1970-01-01,20591.0,yfinance.info/recommendations
PFGC,119.41667,120.0,135.0,102.0,12.0,1.38462,1970-01-01,20591.0,yfinance.info/recommendations
PFLT,10.25,10.0,11.0,10.0,6.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PG,163.77274,164.0,186.0,145.0,22.0,2.04167,1970-01-01,20591.0,yfinance.info/recommendations
PGC,48.4375,48.375,50.0,47.0,4.0,,1970-01-01,20591.0,yfinance.info/recommendations
PGNY,28.54545,30.0,31.0,19.0,11.0,1.4,1970-01-01,20591.0,yfinance.info/recommendations
PGR,230.80952,221.0,325.0,190.0,21.0,2.625,1970-01-01,20591.0,yfinance.info/recommendations
PHIN,88.75,91.5,96.0,76.0,4.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
PHIO,14.0,14.0,14.0,14.0,1.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PHM,137.5,143.5,162.0,100.0,14.0,2.1875,1970-01-01,20591.0,yfinance.info/recommendations
PHR,15.38889,14.0,23.0,10.0,18.0,1.8,1970-01-01,20591.0,yfinance.info/recommendations
PHUN,2.0,2.0,2.0,2.0,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
PII,68.33333,70.0,84.0,43.0,15.0,2.77778,1970-01-01,20591.0,yfinance.info/recommendations
PIII,8.5,8.5,14.0,3.0,2.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PJT,168.8,175.0,185.0,141.0,5.0,2.57143,1970-01-01,20591.0,yfinance.info/recommendations
PK,12.40625,11.5,19.5,9.0,16.0,2.66667,1970-01-01,20591.0,yfinance.info/recommendations
PKE,,,,,,,,,yfinance.info/recommendations
PKG,234.3,243.5,258.0,167.0,10.0,1.90909,1970-01-01,20591.0,yfinance.info/recommendations
PKX,84.67948,84.67948,84.67948,84.67948,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
PLAB,51.5,51.5,55.0,48.0,2.0,,1970-01-01,20591.0,yfinance.info/recommendations
PLBY,2.83333,3.0,4.0,1.5,3.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
PLD,150.65,154.0,165.0,130.0,20.0,1.95652,1970-01-01,20591.0,yfinance.info/recommendations
PLMR,155.33333,158.0,168.0,132.0,6.0,1.625,1970-01-01,20591.0,yfinance.info/recommendations
PLNT,69.5,61.0,133.0,45.0,19.0,1.85,1970-01-01,20591.0,yfinance.info/recommendations
PLOW,56.25,55.5,60.0,54.0,4.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
PLSE,30.0,30.0,30.0,30.0,2.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PLTK,5.0,4.0,14.0,3.0,11.0,2.5,1970-01-01,20591.0,yfinance.info/recommendations
PLTR,183.7289,200.0,255.0,70.0,27.0,1.90323,1970-01-01,20591.0,yfinance.info/recommendations
PLUG,3.58438,3.875,7.0,0.75,16.0,2.8,1970-01-01,20591.0,yfinance.info/recommendations
PM,192.14285,197.5,210.0,168.0,14.0,1.8,1970-01-01,20591.0,yfinance.info/recommendations
PNBK,,,,,,,,,yfinance.info/recommendations
PNC,254.95,254.0,280.0,235.0,20.0,1.77273,1970-01-01,20591.0,yfinance.info/recommendations
PNFP,116.88889,120.0,130.0,100.0,18.0,1.77778,1970-01-01,20591.0,yfinance.info/recommendations
PNTG,40.83333,40.5,42.0,40.0,6.0,1.14286,1970-01-01,20591.0,yfinance.info/recommendations
PNW,105.42857,104.5,123.0,87.0,14.0,2.58824,1970-01-01,20591.0,yfinance.info/recommendations
PODD,250.125,250.0,360.0,175.0,24.0,1.52,1970-01-01,20591.0,yfinance.info/recommendations
POOL,260.5,262.0,300.0,210.0,10.0,2.30769,1970-01-01,20591.0,yfinance.info/recommendations
POR,52.86364,53.0,62.0,45.5,11.0,2.84615,1970-01-01,20591.0,yfinance.info/recommendations
POST,122.0,120.0,131.0,110.0,7.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
POWI,69.5,73.5,85.0,46.0,4.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PPCB,,,,,,,,,yfinance.info/recommendations
PPG,122.75,125.0,135.0,108.0,20.0,2.21739,1970-01-01,20591.0,yfinance.info/recommendations
PPIH,39.0,39.0,39.0,39.0,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
PPL,41.53333,42.0,48.0,36.0,15.0,1.6875,1970-01-01,20591.0,yfinance.info/recommendations
PR,25.78947,26.0,30.0,22.0,19.0,1.47619,1970-01-01,20591.0,yfinance.info/recommendations
PRDO,44.0,44.0,44.0,44.0,1.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PRI,296.66666,300.0,322.0,263.0,6.0,2.25,1970-01-01,20591.0,yfinance.info/recommendations
PRIM,145.35715,149.5,195.0,105.0,14.0,1.85714,1970-01-01,20591.0,yfinance.info/recommendations
PRKS,44.0,41.0,54.0,37.0,10.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PRLB,75.66667,75.0,82.0,70.0,3.0,1.8,1970-01-01,20591.0,yfinance.info/recommendations
PRLD,,,,,,1.25,1970-01-01,20591.0,yfinance.info/recommendations
PRM,37.0,37.0,40.0,34.0,2.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
PRMB,26.91667,26.5,35.0,21.0,12.0,1.69231,1970-01-01,20591.0,yfinance.info/recommendations
PRME,6.91667,6.0,11.0,4.25,9.0,1.69231,1970-01-01,20591.0,yfinance.info/recommendations
PRPH,,,,,,,,,yfinance.info/recommendations
PRPO,,,,,,,,,yfinance.info/recommendations
PRSU,52.25,52.5,55.0,49.0,4.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PRTH,9.8,10.0,13.0,6.0,5.0,1.4,1970-01-01,20591.0,yfinance.info/recommendations
PRU,100.0,101.0,117.0,90.0,15.0,3.27778,1970-01-01,20591.0,yfinance.info/recommendations
PSA,314.6875,309.0,350.0,276.0,16.0,2.42105,1970-01-01,20591.0,yfinance.info/recommendations
PSKY,12.86667,12.0,20.0,7.0,15.0,3.3,1970-01-01,20591.0,yfinance.info/recommendations
PSMT,153.33333,160.0,165.0,135.0,3.0,,1970-01-01,20591.0,yfinance.info/recommendations
PSQH,4.5,4.5,4.5,4.5,1.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PSTG,89.89474,90.0,105.0,63.0,19.0,1.85714,1970-01-01,20591.0,yfinance.info/recommendations
PSX,186.63158,190.0,215.0,138.0,19.0,2.25,1970-01-01,20591.0,yfinance.info/recommendations
PTC,183.89474,185.0,230.0,155.0,19.0,1.84211,1970-01-01,20591.0,yfinance.info/recommendations
PTRN,22.11111,23.0,26.0,18.0,9.0,1.2,1970-01-01,20591.0,yfinance.info/recommendations
PULM,,,,,,,,,yfinance.info/recommendations
PUMP,17.8,18.0,23.0,10.0,10.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
PVH,98.83333,97.5,135.0,79.0,12.0,2.07692,1970-01-01,20591.0,yfinance.info/recommendations
PVLA,229.0,225.0,270.0,205.0,16.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
PWR,747.8408,795.0,901.0,420.0,24.0,1.67857,1970-01-01,20591.0,yfinance.info/recommendations
PXED,44.625,45.5,54.0,37.0,8.0,1.75,1970-01-01,20591.0,yfinance.info/recommendations
PYPL,52.52618,48.0,147.39,32.0,34.0,2.88636,1970-01-01,20591.0,yfinance.info/recommendations
PYXS,6.77778,7.0,9.0,5.0,9.0,1.3,1970-01-01,20591.0,yfinance.info/recommendations
Q,173.125,175.0,200.0,140.0,8.0,1.375,1970-01-01,20591.0,yfinance.info/recommendations
QCLS,,,,,,,,,yfinance.info/recommendations
QCOM,175.96774,160.0,300.0,100.0,31.0,2.65789,1970-01-01,20591.0,yfinance.info/recommendations
QETA,,,,,,,,,yfinance.info/recommendations
QRHC,3.25,3.25,4.0,2.5,2.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
QS,7.1625,8.15,10.0,2.5,8.0,,1970-01-01,20591.0,yfinance.info/recommendations
QTRX,4.33333,4.0,5.0,4.0,3.0,3.0,1970-01-01,20591.0,yfinance.info/recommendations
QTTB,14.33333,13.0,20.0,10.0,3.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
QUIK,24.5,24.5,27.0,22.0,2.0,1.66667,1970-01-01,20591.0,yfinance.info/recommendations
QXO,31.5,30.0,50.0,26.0,12.0,1.15385,1970-01-01,20591.0,yfinance.info/recommendations
RAPP,54.7,52.0,80.0,40.0,10.0,1.09091,1970-01-01,20591.0,yfinance.info/recommendations
RARE,51.52632,48.0,84.0,25.0,19.0,1.47368,1970-01-01,20591.0,yfinance.info/recommendations
RBA,127.72727,130.0,150.0,103.0,11.0,1.72727,1970-01-01,20591.0,yfinance.info/recommendations
RBBN,3.6,4.0,4.0,3.0,5.0,,1970-01-01,20591.0,yfinance.info/recommendations
RBNE,,,,,,,,,yfinance.info/recommendations
RBOT,,,,,,,,,yfinance.info/recommendations
RCAT,21.75,21.0,25.0,20.0,4.0,1.25,1970-01-01,20591.0,yfinance.info/recommendations
RCL,340.45834,346.5,425.0,255.0,24.0,1.69231,1970-01-01,20591.0,yfinance.info/recommendations
RCMT,38.0,38.0,40.0,36.0,2.0,1.0,1970-01-01,20591.0,yfinance.info/recommendations
RCUS,34.18182,33.0,47.0,20.0,11.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
RDDT,224.91936,230.0,300.0,120.0,31.0,1.9375,1970-01-01,20591.0,yfinance.info/recommendations
RDI,,,,,,,1970-01-01,20591.0,yfinance.info/recommendations
RDIB,,,,,,,,,yfinance.info/recommendations
RDNT,90.375,93.5,100.0,70.0,8.0,1.25,1970-01-01,20591.0,yfinance.info/recommendations
RDY,13.913695,13.909721,16.592308,11.326486,5.0,2.6,1970-01-01,20591.0,yfinance.info/recommendations
REAL,17.25,17.0,20.0,13.0,8.0,1.44444,1970-01-01,20591.0,yfinance.info/recommendations
REBN,,,,,,,,,yfinance.info/recommendations
REFI,16.375,16.0,20.0,13.5,4.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
REFR,,,,,,,,,yfinance.info/recommendations
REG,83.73684,83.0,90.0,75.0,19.0,2.0,1970-01-01,20591.0,yfinance.info/recommendations
REGN,875.3061,882.5,1057.0,730.0,28.0,1.62069,1970-01-01,20591.0,yfinance.info/recommendations
RELY,28.55556,28.0,33.0,26.0,9.0,1.2,1970-01-01,20591.0,yfinance.info/recommendations
RENT,,,,,,,,,yfinance.info/recommendations
RES,6.54,6.2,8.0,5.0,5.0,3.0,1970-01-01,20591.0,yfinance.info/recommendations
REXR,39.9375,40.0,45.0,38.0,16.0,2.41176,1970-01-01,20591.0,yfinance.info/recommendations
REYN,25.14286,24.0,30.0,23.0,7.0,2.66667,1970-01-01,20591.0,yfinance.info/recommendations
REZI,49.0,49.0,50.0,48.0,2.0,1.5,1970-01-01,20591.0,yfinance.info/recommendations
RF,30.69,30.0,34.0,28.0,20.0,2.59091,1970-01-01,20591.0,yfinance.info/recommendations
RFIL,11.25,11.25,11.25,11.25,1.0,,1970-01-01,20591.0,yfinance.info/recommendations
RGA,250.55556,261.0,273.0,212.0,9.0,2.2,1970-01-01,20591.0,yfinance.info/recommendations
RGEN,178.73685,180.0,220.0,142.0,19.0,1.54545,1970-01-01,20591.0,yfinance.info/recommendations
RGLD,336.16666,340.0,375.0,246.0,12.0,1.83333,1970-01-01,20591.0,yfinance.info/recommendations
RGNX,24.18182,19.0,50.0,10.0,11.0,1.54545,1970-01-01,20591.0,yfinance.info/recommendations
RGTI,29.2425,30.0,40.0,15.91,12.0,1.84615,1970-01-01,20591.0,yfinance.info/recommendations
