symbol,sector,last_price,intrinsic_value,margin_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
ASIC,Financial Services,19.40999984741211,1.8410312703775287,-90.51503717233163,25.8,26.0,30.0,23.0,5.0,,1970-01-01,yfinance.info/recommendations
ASPN,Industrials,3.369999885559082,-8.606152569937072,-355.3754558513676,6.83333,6.5,10.0,5.0,6.0,,1970-01-01,yfinance.info/recommendations
ASRV,Financial Services,3.109999895095825,0.6241386327835748,-79.93123299560935,,,,,,,,yfinance.info/recommendations
ASTC,Technology,4.079999923706055,-49.04437158180211,-1302.0679534045878,,,,,,,,yfinance.info/recommendations
ASTE,Industrials,47.15999984741211,24.794660877106637,-47.424383042131765,56.5,56.5,58.0,55.0,2.0,0.0,1970-01-01,yfinance.info/recommendations
ASTS,Technology,84.75,-9.282595878789426,-110.95291549119696,71.5125,80.5,95.0,43.0,8.0,2.3,1970-01-01,yfinance.info/recommendations
ASUR,Technology,8.770000457763672,0.00029530153972849235,-99.99663282184362,13.22222,13.0,15.0,11.0,9.0,,1970-01-01,yfinance.info/recommendations
ATEN,Technology,18.3700008392334,13.91507916925752,-24.2510694962047,23.16667,23.0,25.0,22.0,6.0,,1970-01-01,yfinance.info/recommendations
ATGE,Consumer Defensive,93.0999984741211,83.99941301262916,-9.775065102736399,158.25,166.5,175.0,125.0,4.0,1.25,1970-01-01,yfinance.info/recommendations
ATI,Industrials,110.6500015258789,33.87746791150199,-69.38321966170177,119.125,120.0,124.0,113.0,8.0,1.33333,1970-01-01,yfinance.info/recommendations
ATLC,Financial Services,66.7699966430664,14.447558803665165,-78.36219929604347,86.66667,87.5,105.0,62.0,6.0,1.5,1970-01-01,yfinance.info/recommendations
ATLO,Financial Services,23.729999542236328,3.7448317967014475,-84.21899760243934,,,,,,,,yfinance.info/recommendations
ATLX,Basic Materials,4.489999771118164,-8.712966421848256,-294.0527141648034,16.0,16.0,20.0,12.0,2.0,,1970-01-01,yfinance.info/recommendations
ATNI,Communication Services,21.649999618530277,15.382955650489697,-28.94708581277112,39.0,39.0,39.0,39.0,1.0,,1970-01-01,yfinance.info/recommendations
ATO,Utilities,167.08999633789062,225.97057836669106,35.23884332951429,175.27274,178.0,193.0,159.0,11.0,2.71429,1970-01-01,yfinance.info/recommendations
ATON,Financial Services,1.409999966621399,0.0,-100.0,,,,,,,,yfinance.info/recommendations
ATRA,Healthcare,17.81999969482422,29.4982648171705,65.53459776847365,16.33333,16.0,17.0,16.0,3.0,,1970-01-01,yfinance.info/recommendations
ATRC,Healthcare,41.40999984741211,1.7866032633410072,-95.68557529600508,51.66667,50.0,64.0,40.0,9.0,,1970-01-01,yfinance.info/recommendations
ATRO,Industrials,54.79999923706055,4.709364866267597,-91.4062683725683,61.176,60.0,68.0,54.88,5.0,1.6,1970-01-01,yfinance.info/recommendations
ATUS,Communication Services,1.940000057220459,-28.111855052190165,-1549.0646506715836,2.51786,2.0,5.5,1.0,14.0,2.875,1970-01-01,yfinance.info/recommendations
ATXS,Healthcare,12.90999984741211,0.0,-100.0,24.6,13.0,49.0,13.0,5.0,,1970-01-01,yfinance.info/recommendations
AUID,Technology,1.090000033378601,0.0,-100.0,,,,,,,,yfinance.info/recommendations
AUR,Technology,4.610000133514404,-1.8004013199346953,-139.05425743582725,9.78778,12.0,15.0,3.59,9.0,2.2,1970-01-01,yfinance.info/recommendations
